date,permno,close,vol,day,mom1,mom2,mom3,roc5,roc10,roc15,roc20,ema10,ema20,ema50,ema200
2000-01,47896.0,80.6875,,0,,,,,,,,0.0,0.0,0.0,0.0
2000-02,47896.0,79.625,-0.18869476957827325,1,,,,,,,,0.0,0.0,0.0,0.0
2000-03,47896.0,87.1875,0.24431611792602892,4,-0.013168086754453912,,,,,,,0.0,0.0,0.0,0.0
2000-04,47896.0,72.125,-0.09475362841774781,4,0.09497645211930927,-0.013168086754453912,,,,,,0.0,0.0,0.0,0.0
2000-05,47896.0,74.6875,0.03738859684350637,2,-0.17275985663082438,0.09497645211930927,-0.013168086754453912,,,,,0.0,0.0,0.0,0.0
2000-06,47896.0,46.0625,0.19950166337467157,4,0.035528596187174966,-0.17275985663082438,0.09497645211930927,-0.42912470952749804,,,,0.0,0.0,0.0,0.0
2000-07,47896.0,49.6875,-0.32649040361400694,0,-0.3832635983263598,0.035528596187174966,-0.17275985663082438,-0.37598116169544743,,,,0.0,0.0,0.0,0.0
2000-08,47896.0,55.875,0.6242030985797677,3,0.07869742198100416,-0.3832635983263598,0.035528596187174966,-0.35913978494623655,,,,0.0,0.0,0.0,0.0
2000-09,47896.0,46.1875,0.6803971483015621,4,0.12452830188679243,0.07869742198100416,-0.3832635983263598,-0.3596187175043328,,,,0.0,0.0,0.0,0.0
2000-10,47896.0,45.5,0.07478746520874324,1,-0.17337807606263977,0.12452830188679243,0.07869742198100416,-0.3907949790794979,,,,63.7625,0.0,0.0,0.0
2000-11,47896.0,36.875,-0.36667872471476204,3,-0.014884979702300405,-0.17337807606263977,0.12452830188679243,-0.1994572591587517,-0.5429899302865996,,,58.87386363636363,0.0,0.0,0.0
2000-12,47896.0,45.4375,0.28633306575277606,4,-0.18956043956043955,-0.014884979702300405,-0.17337807606263977,-0.08553459119496855,-0.4293563579277865,,,56.43088842975206,0.0,0.0,0.0
2001-01,47896.0,54.9900016784668,0.23567550376882784,2,0.23220338983050848,-0.18956043956043955,-0.014884979702300405,-0.015838896134822426,-0.3692903033294131,,,56.16890902042746,0.0,0.0,0.0
2001-02,47896.0,46.65999984741211,-0.3747685275112337,2,0.21023387462925558,0.23220338983050848,-0.18956043956043955,0.010230037291737144,-0.35306759310347163,,,54.440016443515574,0.0,0.0,0.0
2001-03,47896.0,44.900001525878906,0.3219823278741152,4,-0.15148211632654995,0.21023387462925558,0.23220338983050848,-0.01318677965101305,-0.3988284314526674,,,52.70546827667254,0.0,0.0,0.0
2001-04,47896.0,47.97999954223633,-0.1809611237181794,0,-0.037719638390243504,-0.15148211632654995,0.21023387462925558,0.30115252995895125,0.0416282125858633,-0.4053601915756923,,51.84629214313868,0.0,0.0,0.0
2001-05,47896.0,49.150001525878906,-0.1073602524013818,3,0.06859683544959827,-0.037719638390243504,-0.15148211632654995,0.08170567319678473,-0.010817579353380503,-0.38273153499681123,,51.35605748545508,0.0,0.0,0.0
2001-06,47896.0,44.599998474121094,0.05623894637943483,4,0.024385202059300504,0.06859683544959827,-0.037719638390243504,-0.18894349676687247,-0.20178973648105425,-0.48845879886312726,,50.12768311975799,0.0,0.0,0.0
2001-07,47896.0,43.29999923706055,-0.16396685412136158,1,-0.09257381303156431,0.024385202059300504,0.06859683544959827,-0.0720103005002028,-0.06251693126797192,-0.3996533901274101,,48.88628605017663,0.0,0.0,0.0
2001-08,47896.0,39.400001525878906,0.025614075000947922,4,-0.02914796595374025,-0.09257381303156431,0.024385202059300504,-0.1224944279084262,-0.13406590053013392,-0.4724685988166841,,47.16150704575886,54.54587516784668,0.0,0.0
2001-09,47896.0,34.150001525878906,0.29469782450204307,4,-0.09006923279212498,-0.02914796595374025,-0.09257381303156431,-0.28824506353283746,-0.07389826370497882,-0.2586159777285448,-0.5767621809341111,44.79577876941705,52.6034110114688,0.0,0.0
2001-10,47896.0,35.36000061035156,0.1749942746445854,2,-0.13324872580402491,-0.09006923279212498,-0.02914796595374025,-0.280569694555686,-0.22178815713118982,-0.2883521889740566,-0.5559183596816131,43.08018274049605,50.96118144945764,0.0,0.0
2001-11,47896.0,37.720001220703125,-0.26718252936358844,4,0.03543188961662902,-0.13324872580402491,-0.09006923279212498,-0.15426003338116814,-0.3140571000296282,-0.32492167837667785,-0.5673691616263441,42.105604282351884,49.700116665766735,0.0,0.0
