Date,Date,Close,IXIC,GSPC,DJI,NYSE,RUSSELL,HSI,SSE,FCHI,FTSE,GDAXI,USDY,USDGBP,USDCAD,USDCNY,XOM,JPM,AAPL,MSFT,GE,JNJ,WFC,AMZN,OIL_BRENT,OIL_WTI,Gold_F,XAU_USD,XAG_USD,Gas,Silver,Copper,USD_AUD,USD_NZD,USD_CHF,USD_EUR,USDX,FCHI_F,FTSE_F,GDAXI_F,HSI_F,NIKKEI_F,KOSPI_F,IXIC_F,DJI_F,SP_F,RUSSELL_F,USDX_F,DTB4WK,DTB3,DTB6,DGS5,DGS10,CTB3M,CTB6M,CTB1Y,DAAA,DBAA,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,Oil,Gold
2000,1,54.75,-0.006802840321177395,0.025217566974388372,0.018772835396722254,0.01621550793860571,0.018772835396722254,702.4556095270336,0.018735465451877875,-0.012430488046968668,-0.01679843403221315,-0.03268898718021629,0.001307672266402049,,,,0.05071350976000444,0.052159668733674946,0.020909956976029598,-0.0038168881999095516,0.0,0.018490443931483913,0.03225824955771395,0.046605876393110535,1.13,0.015429831006612847,0.07,0.001697612732095555,-0.0037950664136621585,5.13,-0.38,1.69,0.0,-0.007763364779874231,0.004121711722633131,0.005263670923091989,0.62,-1.08,,,,,,3.96,,2.52,,0.6,,5.53,5.66,6.71,6.68,0.10999999999999943,0.10999999999999943,0.04999999999999982,7.78,8.36,,1.1499999999999995,1.0199999999999996,,,0.5799999999999992,1.6799999999999997,2.6999999999999993,2.829999999999999,,0.013934726806013898,0.001697612732095555
2000,2,48.75,0.05548058960106039,0.013627086867551208,0.00892541939013558,0.014448364077527254,0.00892541939013558,0.010892348022018883,0.005703137552652171,0.01445746096437528,0.021804708156376584,0.0075680689222252795,0.004466777637152086,,,,0.024659566445711434,0.02165167659009093,0.01214153123852757,-0.023891076580855097,0.022694382213859887,-0.010309264971608334,-0.031135405517101145,0.04752851711026618,2.48,0.0099568536342516,-0.03,-0.00044482463644138735,0.0019762845849803706,2.79,0.0,0.77,-0.004908276581385366,-0.004710338464526801,0.0067743301276236,0.008070789576040426,0.62,2.29,,,,,,3.44,,1.8,,0.56,,5.62,5.77,6.61,6.42,-0.019999999999999574,0.0,-0.009999999999999787,7.69,8.33,,0.7999999999999998,0.6500000000000004,,,0.6399999999999997,1.9100000000000001,2.5600000000000005,2.71,,0.015277316506144167,-0.00044482463644138735
2000,3,56.5,-0.04237252130883007,0.007164304394414511,-0.005309539320821122,0.00314476136897035,-0.005309539320821122,-0.0034750401589765945,-0.00594098741397453,-0.0043982914154010455,0.014739650766642187,-0.005951687883840373,-0.025369181376939665,,,,-0.00794905896227971,0.0021548631780612393,0.08002007710462511,0.027811293832972872,-0.01968441383104158,-0.00706747832369603,0.03987159852546762,0.007518796992481258,0.57,0.007490636704119823,0.83,0.008860759493670845,0.010080645161290288,2.51,1.15,-0.25,0.007154650522839872,0.006545418207254978,0.004283559577677289,0.005093215452623566,-0.03,-0.24,,,,,,3.0,,0.73,,-0.04,,5.72,5.89,6.32,6.03,0.0,0.010000000000000675,0.020000000000000462,7.6,8.33,,0.3100000000000005,0.14000000000000057,,,0.7300000000000004,2.3,2.4400000000000004,2.6100000000000003,,0.007124109486314125,0.008860759493670845
2000,4,55.375,-0.04008725275564973,-0.008526055934586774,-0.014162179285835075,-0.009670448785981112,-0.014162179285835075,-0.9990270389890177,0.016322005714130894,0.027507075274291193,0.023967132577691785,0.026716544093883243,0.01663850646888476,,,,-0.03718068214359349,-0.02368908980970652,-0.021203056798148046,-0.0008957551862129876,-0.02631598769560417,-0.0060239001147808224,-0.023774129625756535,0.04373522458628831,0.55,0.012588512981903882,-1.34,-0.012813571557480639,0.0020161290322580215,2.82,0.04,0.25,0.0063439849624061,0.0010207057451151894,-0.006019912016670505,-0.002820746132847935,0.52,3.36,,,,,,3.39,,-0.49,,0.51,,5.66,5.86,6.56,6.23,0.07000000000000028,0.0600000000000005,0.03000000000000025,7.73,8.57,,0.5700000000000003,0.3700000000000001,,,0.8399999999999999,2.34,2.71,2.91,,0.007050528789659213,-0.012813571557480639
2000,5,57.625,0.07962552448203297,-0.0013005558363676784,-0.0004559474941441266,0.0034607751338551207,-0.0004559474941441266,0.05167644539049587,0.009098946557537957,0.01593070695175247,-3.1479229735453806e-05,-0.001347028211599155,0.01080009260170156,,,,-0.0022450344015085832,0.016156463089589845,-0.04068508889294109,-0.012820398641272934,0.02682985986584674,0.006324513928406272,0.008356859467928857,-0.06642512077294682,-2.24,-0.044151565074135084,-0.22,-0.0029309397325517914,0.0020366598778003638,0.05,0.35,0.37,0.008817935565673372,0.003716619253005515,-0.0033793798541531025,-0.008647140864713961,-0.17,1.14,,,,,,-2.98,,-0.35,,-0.15,,5.48,6.07,6.54,6.29,-0.2400000000000002,-0.09000000000000075,0.08999999999999986,7.88,8.81,,0.8099999999999996,0.21999999999999975,,,0.9300000000000006,2.5200000000000005,2.74,3.33,,-0.043807641633728536,-0.0029309397325517914
2000,6,57.625,0.06466582257538467,0.00846508975623772,0.004799037374976001,0.00027955074449503847,0.004799037374976001,-0.008043323524017043,-0.0047257593899247,0.007142868585483075,0.011812821816396868,0.00344312808427949,0.007603869011684861,,,,-0.03328868182949141,-0.032808880350866154,0.02195112048779113,0.03643685064701474,0.06532666180030411,0.03360806601219668,-0.049079578562915116,-0.02188552188552184,-0.75,-0.006723716381418058,0.28,0.003285491959190889,0.0060000000000000496,1.2,0.72,0.99,0.006928128200494045,-0.00327669334831235,-0.0007947667665218909,-0.0006663493574487605,0.0,-0.01,,,,,,2.31,,0.69,,0.02,,5.71,5.96,6.18,6.03,0.03000000000000025,0.010000000000000675,-0.03000000000000025,7.69,8.43,,0.3200000000000003,0.07000000000000028,,,0.7399999999999993,2.3999999999999995,2.4699999999999998,2.7199999999999998,,-0.008860372746715526,0.003285491959190889
2000,7,55.25,-0.058572780723035844,0.007704780858649007,0.0010274568542911755,0.002299397175887119,0.0010274568542911755,1196.7951278367825,0.005338836058415453,0.01975928115411696,0.004671876582307277,0.008707590056633574,-0.002736435554858363,,,,0.0023436330086179513,0.02971627160013779,0.05174630612087916,0.0017942894168014867,0.014723756974010849,-0.006339831528520912,-0.008955389591829954,0.004166666666666652,-1.57,-0.026614620298083747,-0.32,-0.0041307471264367,0.006048387096774244,-1.85,0.76,0.58,0.013807285546416026,0.006676422169379993,-0.0029241511010323473,-0.0031394275161588823,-0.15,0.55,,,,,,3.17,,0.49,,-0.14,,6.03,6.09,6.16,6.04,0.0699999999999994,0.1200000000000001,0.020000000000000462,7.6,8.31,,0.009999999999999787,-0.04999999999999982,,,0.7100000000000009,2.2700000000000005,2.2200000000000006,2.2800000000000002,,-0.025513819985825616,-0.0041307471264367
2000,8,47.625,-0.016774071388863332,0.010042718395491868,0.010096335168422899,0.006071161233390798,0.010096335168422899,9.35668399120182e-05,-0.02646450174167514,-0.00138669511592171,0.00870736599687394,0.004298918451291156,0.0005627760833903928,,,,0.003456870962311731,0.049295235781821045,0.024159695292603534,-0.0026785071003326832,0.019564339756829252,0.007704600492791425,-0.006825029593883758,-0.033478893740902516,-0.81,-0.006002400960384239,1.61,0.01276207839562443,0.012219959266802364,-0.4,1.48,0.0,-0.0051093633388827765,0.004121763771413778,0.0070561017929438915,0.00670900796135617,0.41,0.24,,,,,,2.98,,1.18,,0.44,,6.13,6.1,5.98,5.73,-0.010000000000000675,-0.009999999999999787,-0.03000000000000025,7.52,8.24,,-0.39999999999999947,-0.3699999999999992,,,0.7200000000000006,2.51,2.1400000000000006,2.1100000000000003,,-0.004812030075187867,0.01276207839562443
2000,9,48.125,-0.00900886103823928,-0.014935320624473891,-0.016001258765208304,-0.007053187423155083,-0.016001258765208304,0.015127349749416874,0.011047579788273643,-0.007035286451694489,0.004805175074950041,-0.005069642373754846,0.004458854814076929,,,,-0.0003502014991875191,-0.014666709680330237,-0.5186919890922839,-0.016309993715466153,-0.017846927956783998,0.006024157738947045,-0.017379752314895414,-0.0390625,1.98,0.016479894528675015,-0.73,-0.0047178370531664356,-0.012170385395537447,1.21,-1.09,0.44,0.008693275013668685,0.010525017473173475,-0.0046170716223235455,-0.0046630300897414064,-0.05,-0.16,,,,,,-3.65,,-1.51,,-0.15,,6.05,6.01,5.85,5.8,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,7.64,8.34,,-0.25,-0.20999999999999996,,,0.7000000000000002,2.54,2.33,2.29,,0.02015862524785193,-0.0047178370531664356
2000,10,45.375,0.037142856770786103,0.021978171595075313,0.012486369915118756,0.017555723611648144,0.012486369915118756,0.006445949739157131,-0.00622778304518723,0.01601125564596817,0.007826685987778692,0.021781360906806047,-0.0015601887883049947,,,,-0.0027948437385705294,0.040000688197978196,0.01294481405948078,-0.0027153059014118908,0.015045921134434037,-0.02384081682443051,0.010914004077235084,0.11406844106463887,-1.22,-0.0033526363913440847,0.23,0.0007551444213705442,0.002114164904862534,0.11,0.13,0.47,0.009905141239977013,0.016037393722045396,-0.006631666206134297,-0.01066778664426706,-0.51,1.11,,,,,,6.19,,2.05,,-0.49,,6.19,6.08,5.83,5.77,-0.009999999999999787,-0.019999999999999574,-0.009999999999999787,7.49,8.33,,-0.4200000000000008,-0.3100000000000005,,,0.8399999999999999,2.5600000000000005,2.25,2.1399999999999997,,-0.004869141813755222,0.0007551444213705442
