date,permno,close,vol,day,mom1,mom2,mom3,roc5,roc10,roc15,roc20,ema10,ema20,ema50,ema200
2000-01,76095.0,6.875,,0,,,,,,,,0.0,0.0,0.0,0.0
2000-02,76095.0,6.875,-0.5482840003933523,1,,,,,,,,0.0,0.0,0.0,0.0
2000-03,76095.0,7.9375,1.201371503211059,4,0.0,,,,,,,0.0,0.0,0.0,0.0
2000-04,76095.0,7.8125,-0.4278827136075949,4,0.15454545454545454,0.0,,,,,,0.0,0.0,0.0,0.0
2000-05,76095.0,5.8125,-0.09316797026921908,2,-0.015748031496062964,0.15454545454545454,0.0,,,,,0.0,0.0,0.0,0.0
2000-06,76095.0,6.75,-0.06361686919228016,4,-0.256,-0.015748031496062964,0.15454545454545454,-0.01818181818181818,,,,0.0,0.0,0.0,0.0
2000-07,76095.0,7.5,-0.48524173027989825,0,0.16129032258064524,-0.256,-0.015748031496062964,0.09090909090909091,,,,0.0,0.0,0.0,0.0
2000-08,76095.0,8.4375,1.3211072664359862,3,0.11111111111111116,0.16129032258064524,-0.256,0.06299212598425197,,,,0.0,0.0,0.0,0.0
2000-09,76095.0,7.4375,-0.3599114064230343,4,0.125,0.11111111111111116,0.16129032258064524,-0.048,,,,0.0,0.0,0.0,0.0
2000-10,76095.0,6.625,0.33564013840830453,1,-0.11851851851851847,0.125,0.11111111111111116,0.13978494623655913,,,,7.20625,0.0,0.0,0.0
2000-11,76095.0,5.125,-0.5391092068553208,3,-0.10924369747899154,-0.11851851851851847,0.125,-0.24074074074074073,-0.2545454545454545,,,6.8278409090909085,0.0,0.0,0.0
2000-12,76095.0,5.3125,0.7702951032320831,4,-0.2264150943396226,-0.10924369747899154,-0.11851851851851847,-0.2916666666666667,-0.22727272727272727,,,6.552324380165288,0.0,0.0,0.0
2001-01,76095.0,7.125,-0.2940709531660255,2,0.03658536585365857,-0.2264150943396226,-0.10924369747899154,-0.15555555555555556,-0.10236220472440945,,,6.6564472201352345,0.0,0.0,0.0
2001-02,76095.0,5.625,-0.6624859441224807,2,0.3411764705882352,0.03658536585365857,-0.2264150943396226,-0.24369747899159663,-0.28,,,6.468911361928828,0.0,0.0,0.0
