date,permno,ma_1_9,ma_2_9,ma_3_9,ma_1_12,ma_2_12,ma_3_12,mom9,mom12,vol_1_9,vol_2_9,vol_3_9,vol_1_12,vol_2_12,vol_3_12
2017-02-28,16544.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2017-03-31,16544.0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
2017-04-28,16544.0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
2017-05-31,16544.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2017-06-30,16544.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2017-07-31,16544.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2017-08-31,16544.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2017-09-29,16544.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2017-10-31,16544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30,16544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-29,16544.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2018-01-31,16544.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2018-02-28,16544.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
