date,permno,ma_1_9,ma_2_9,ma_3_9,ma_1_12,ma_2_12,ma_3_12,mom9,mom12,vol_1_9,vol_2_9,vol_3_9,vol_1_12,vol_2_12,vol_3_12
2000-01-31,46850.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2000-02-29,46850.0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
2000-03-31,46850.0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
2000-04-28,46850.0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
2000-05-31,46850.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2000-06-30,46850.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2000-07-31,46850.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2000-08-31,46850.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2000-09-29,46850.0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
2000-10-31,46850.0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
2000-11-30,46850.0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
