date,permno,ma_1_9,ma_2_9,ma_3_9,ma_1_12,ma_2_12,ma_3_12,mom9,mom12,vol_1_9,vol_2_9,vol_3_9,vol_1_12,vol_2_12,vol_3_12
2015-07-31,15401.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2015-08-31,15401.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2015-09-30,15401.0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
2015-10-30,15401.0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
2015-11-30,15401.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2015-12-31,15401.0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
2016-01-29,15401.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2016-02-29,15401.0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
2016-03-31,15401.0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
2016-04-29,15401.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2016-05-31,15401.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
