date,permno,ma_1_9,ma_2_9,ma_3_9,ma_1_12,ma_2_12,ma_3_12,mom9,mom12,vol_1_9,vol_2_9,vol_3_9,vol_1_12,vol_2_12,vol_3_12
2012-10-31,13598.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2012-11-30,13598.0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
2012-12-31,13598.0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
2013-01-31,13598.0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
2013-02-28,13598.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2013-03-28,13598.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2013-04-30,13598.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2013-05-31,13598.0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
2013-06-28,13598.0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
2013-07-31,13598.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
2013-08-30,13598.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2013-09-30,13598.0,1,0,1,1,1,1,1,0,1,0,0,1,0,0
2013-10-31,13598.0,1,1,0,1,1,1,1,1,1,1,0,1,1,0
2013-11-29,13598.0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
2013-12-31,13598.0,1,0,0,1,1,1,1,1,1,0,0,1,0,0
2014-01-31,13598.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
2014-02-28,13598.0,1,0,0,1,1,1,1,1,1,0,0,1,0,0
2014-03-31,13598.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2014-04-30,13598.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-05-30,13598.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-06-30,13598.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-07-31,13598.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2014-08-29,13598.0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2014-09-30,13598.0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
2014-10-31,13598.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2014-11-28,13598.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2014-12-31,13598.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2015-01-30,13598.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-02-27,13598.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2015-03-31,13598.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-04-30,13598.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
2015-05-29,13598.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2015-06-30,13598.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
