Date,Mkt-RF,SMB,HML,RF,r15-r11,umd,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,Mach ,ElcEq,Autos,Aero ,Ships,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other,1_2,1_4,1_5,1_6,1_7,1_8,1_9,1_high,2_low,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_high,3_low,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_high,4_low,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_high,5_low,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_high,6_low,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_high,7_low,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,8_low,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,8_high,9_low,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_high,10_low,10_2,10_3,10_4,10_5,10_6,10_7,yield10y,yield1y,trm10y_1y,aaa,baa,DEF,rrel,trm10y_3m,PE
2005-08,-1.22,-0.98,1.34,0.3,1.0350000000000001,4.09,-3.96,-1.42,-2.18,0.48,4.54,2.77,-1.27,0.53,-1.04,-4.02,0.41,-0.53,-6.06,-6.13,-2.18,-1.45,-3.76,-0.77,0.9,0.31,-4.17,-0.05,-0.12,1.57,8.75,5.61,1.23,-1.13,-0.85,0.52,-2.47,-0.62,1.08,-3.55,1.05,-3.54,-1.33,-6.58,-4.82,-1.71,-0.89,-3.61,-1.21,-2.44,-1.9102,0.7444,-0.9164,-1.5723,0.0915,-1.6717,0.8972,-0.7531,-4.2552,-2.1815,0.4307,-2.1476,-2.5531,1.2065,-1.0642,-1.722,-2.04,-0.9622,-1.8135,-1.1924,-1.1377,-0.7579,-2.5549,-0.1066,-3.8486,-1.388,-1.8791,-2.4449,-6.3696,-0.9879,-0.7425,-2.7335,-4.5545,1.3483,-1.183,-1.9627,0.2524,-4.3352,-4.2289,-1.6103,-2.5437,-1.4627,-0.0223,-2.1741,-2.0898,0.0754,-1.2689,-1.538,-2.1624,-2.455,-0.1666,0.2588,-1.293,-0.5291,-0.8983,-0.8253,0.9356,-3.054,-2.0236,1.3824,0.1087,-2.4089,-1.0494,-1.2987,-0.9592,-2.0332,-3.0806,-2.1207,-4.9246,0.6381,0.3545,2.9018,-1.287,2.6608,1.4539,-1.4418,-1.3604,-2.9508,-1.2775,0.483,-3.8996,-1.612,-0.588,-1.4057,0.7944,-4.8827,-1.2575,-1.6312,-0.1988,-2.524,1.0913,-1.0561,-0.4986,,,,5.09,5.96,-0.8700000000000001,,,
2005-09,0.49,-0.67,0.69,0.29,-0.15360000000000001,6.08,1.53,1.49,-8.25,0.55,4.74,-3.52,-1.01,-3.64,1.3,-1.42,-4.19,-1.45,-1.85,-1.38,-4.56,4.1,0.77,3.06,-0.22,2.41,-6.43,0.98,4.59,10.65,9.44,7.2,4.38,-1.51,-6.54,0.31,2.21,1.11,-0.39,0.69,-5.25,3.08,0.01,-2.14,-0.29,-1.47,4.3,-1.33,6.8,0.82,0.408,2.2518,1.6073,-0.5256,2.6058,1.5793,1.2648,-0.8062,0.5654,0.7353,0.845,1.8947,-1.1311,2.0249,-1.3048,1.0764,-0.6611,-3.112,1.8547,0.3692,0.3093,1.6352,0.9922,0.7075,-3.6742,-0.9266,-1.1674,-0.7428,0.6477,-1.6763,1.6999,3.0508,1.0463,1.1508,0.1856,0.7155,3.2694,2.417,-1.537,-0.6656,0.6183,0.1219,2.0234,1.5552,-0.9887,-5.5063,0.8441,2.3356,-0.3796,-0.4023,2.9618,4.319,0.1884,1.5298,2.2661,-0.9994,3.2196,-3.7659,3.5072,1.8068,-0.1148,0.1613,1.0251,-0.6211,-0.4418,2.9344,3.0738,-0.6415,-2.286,-0.2177,1.5081,4.7368,-1.1201,5.1609,1.9301,1.2876,1.059,0.6738,0.5256,1.8572,0.6862,4.061,1.5319,3.4754,2.9183,4.4124,0.5979,-1.1661,2.6959,-1.4712,2.0829,2.6784,-0.4278,4.2,3.85,0.3500000000000001,5.13,6.03,-0.9000000000000004,1.930211234156774,0.7800000000000002,
2005-10,-2.02,-1.23,0.41,0.27,1.7008999999999999,-0.54,-4.46,-3.64,-0.98,0.58,1.7,-6.99,-2.05,-7.19,-3.28,-2.06,-1.44,-3.58,2.34,0.38,-4.06,-6.05,-10.9,-4.35,-4.57,-4.14,-6.65,-4.8,-2.79,-3.01,-9.86,-10.18,-6.85,-3.1,0.19,1.6,-1.97,-6.6,-3.5,0.85,-0.85,2.95,-1.9,2.29,0.16,2.87,2.02,-8.66,3.32,0.51,-3.1703,-3.944,-2.2219,-2.9301,-3.7167,-1.5629,-2.3667,-3.6633,-1.6431,-4.047,-5.0725,-2.436,-1.3103,-4.0153,-2.6828,-2.0264,1.9928,-1.9939,-4.9852,-2.699,-2.2118,-1.019,0.8568,-0.2389,-2.4617,-3.7264,-1.79,-2.9151,-3.2792,-4.1504,-4.5792,0.0815,-4.6764,-5.865,-4.5268,-2.0109,-2.15,-2.6176,-6.6943,-2.413,-4.9366,-1.1287,-4.849,-0.5879,-1.1684,-4.7514,-2.6987,-1.8062,-4.4967,0.3275,-6.3925,-4.8299,-2.3618,0.9267,-4.7731,-4.2393,-3.8656,-4.0185,-4.5105,-0.5827,-2.5029,-1.2951,-2.7959,-3.4449,-7.0429,-2.5212,-2.9647,-1.6671,0.4899,-3.4091,-4.3877,-1.2393,-2.8438,-3.5473,-5.4949,-2.9844,-2.0468,-0.4437,-1.7891,-3.4206,-0.8825,-3.8648,-0.9258,-4.3337,-3.2331,0.7837,-0.5131,0.2888,-3.819,-3.1621,-3.2065,0.3928,1.5024,,,,5.35,6.3,-0.9500000000000002,,,
2005-11,3.61,0.99,-1.2,0.31,-1.1352000000000002,-0.33999999999999986,-3.43,-0.31,4.6,1.47,-2.62,6.01,5.65,3.0,3.06,6.0,2.37,1.02,3.39,3.94,5.19,3.39,7.29,12.82,7.21,6.91,-1.0,5.65,-0.67,6.41,0.67,1.04,-0.21,2.56,3.53,5.54,2.78,10.8,8.12,7.53,7.65,7.49,4.48,3.78,6.79,4.43,4.79,3.24,4.42,4.99,1.684,4.1983,3.7367,3.7884,4.2802,3.4702,4.2448,3.1971,6.4293,8.7206,4.6673,5.1035,6.908,4.3766,5.4746,4.0232,5.8171,3.0229,6.9274,4.3245,5.9119,2.959,5.122,4.9798,4.165,6.0643,4.8517,4.5864,6.397,3.4219,0.4665,8.2302,4.2653,4.6949,4.1446,5.2585,4.9739,0.5963,6.9026,7.0447,4.9292,3.4188,4.3022,2.3517,4.7762,2.448,3.6454,0.6265,8.9344,5.8222,10.1038,7.2843,3.2347,4.3576,5.258,4.4099,1.9279,-2.1232,3.6886,3.8868,3.5824,4.8039,3.0274,3.027,5.4334,6.2808,6.8667,5.7447,6.2752,5.6564,4.8865,3.4483,5.6389,3.1021,2.6427,3.6888,4.5865,2.7948,7.3266,4.0776,4.3455,5.351,-0.2295,4.2063,2.8923,5.7615,3.1697,3.9086,4.9474,2.8301,4.1683,3.7639,3.6138,,,,5.42,6.39,-0.9699999999999998,,,
2005-12,-0.25,-0.41,0.22,0.32,-0.391,2.08,-0.27,-0.25,-0.37,-2.14,4.21,-1.26,-3.01,0.6,1.56,0.06,1.17,3.08,0.59,1.86,0.87,0.05,-0.41,3.68,0.76,-0.72,-1.52,3.07,0.61,2.66,1.41,0.44,1.23,-1.58,-3.49,-1.99,0.15,-2.67,-1.64,1.7,-0.09,1.1,1.01,-1.09,1.03,0.35,0.04,-0.44,0.7,-0.76,0.0764,0.3205,0.635,-1.4929,-0.1132,1.0646,1.931,0.5176,-1.3741,-1.0178,-1.6397,1.058,-0.2316,-0.6195,-1.5279,-0.0122,1.3739,-0.1608,0.1487,4.71,-1.6307,0.7511,0.4801,0.2513,-0.4913,-0.1904,-1.4303,-1.8619,-1.275,-2.8724,0.0437,-2.0052,-0.2728,-1.4182,-0.4406,-1.0504,-0.3368,-0.2848,0.2661,2.0166,-0.2408,-1.0231,-0.6138,-0.8203,1.2226,-2.2147,-2.3266,-1.0423,1.1305,0.2275,2.4831,0.2188,1.2833,2.4848,-0.5675,1.5655,-0.8273,2.625,-0.0611,1.6496,0.5651,1.5574,0.9556,0.3053,0.2939,1.1174,1.2899,0.0205,-0.54,1.3958,2.4652,4.022,2.5749,1.3681,3.4748,-3.1633,0.3105,-0.1851,0.2187,-0.6984,1.332,3.3254,1.6563,1.2345,1.5652,0.2075,-1.3646,-0.7001,-1.3212,1.6408,0.3899,0.5519,1.3799,4.47,4.35,0.1200000000000001,5.37,6.32,-0.9500000000000002,2.179561155613317,0.5799999999999996,
2006-01,3.04,5.42,1.09,0.35,-0.3841999999999999,3.2399999999999993,2.67,1.63,3.4,-0.66,-2.45,6.82,4.44,0.49,2.76,1.92,3.02,2.06,3.2,3.96,-2.96,7.81,10.26,14.94,11.36,6.43,5.11,1.49,5.01,17.37,15.14,12.48,3.02,3.72,-0.25,3.18,5.04,4.45,5.65,-2.93,0.07,4.25,6.95,0.66,4.25,0.56,-1.12,-0.11,9.91,-3.75,9.7418,8.6296,7.7937,7.5084,9.3647,7.6604,7.4851,7.481,10.4663,16.2504,7.6928,9.7196,8.5589,9.0613,9.7929,8.1189,9.5288,10.6523,7.6887,9.0232,11.0928,9.1252,8.6763,8.4389,10.9001,10.7752,7.778,12.1905,5.3048,6.1694,7.1883,9.7631,13.0189,8.8832,6.9947,10.4206,4.713,7.6104,9.9479,6.3197,5.3147,11.1709,10.6295,7.1551,7.0947,9.2252,3.8897,8.7111,4.7746,4.3105,4.9431,10.1203,7.7377,3.7592,6.7473,5.6323,7.3522,4.9022,3.0262,7.8112,3.3671,5.8696,5.5723,2.7185,4.5367,6.8986,6.6067,5.7503,2.9787,7.2996,5.3198,5.6065,4.0869,1.8222,2.9556,5.9642,-0.9405,3.3335,5.1335,4.6942,6.8272,3.2895,2.7941,5.7333,3.8891,3.3203,-0.0509,0.8952,1.8254,4.3429,0.5762,3.752,2.4249,,,,5.29,6.24,-0.9500000000000002,,,
2006-02,-0.3,-0.4,-0.37,0.34,-0.06919999999999993,-4.25,0.63,1.61,0.42,1.95,-0.11,1.03,0.27,2.11,1.12,0.75,-1.97,1.88,-0.27,3.19,3.46,2.74,-7.08,-2.95,-0.52,3.14,-2.47,4.85,6.0,-5.68,-8.53,-8.12,0.23,3.31,-0.92,-2.74,1.72,-0.4,2.49,1.12,-0.4,1.06,1.61,1.31,2.18,2.02,0.49,1.9,2.19,1.46,3.5996,1.4867,1.573,0.6398,0.6987,-1.2639,0.6467,1.9426,-2.1389,-1.247,-0.6079,-0.0331,1.7407,-2.6027,-2.6942,0.5618,-2.6349,-1.3583,0.2626,-0.6309,0.0003,0.5053,-2.3257,0.7679,2.1019,-1.3733,2.0205,-0.0363,0.474,-1.0619,0.97,-2.435,-0.5411,-0.9506,0.5839,-2.1775,-0.4472,-5.5135,0.0984,-2.3693,-2.4812,1.9688,-1.0613,-0.4058,2.3984,-4.1541,-0.6291,1.7526,1.389,2.8095,-1.9844,-1.3189,-2.1146,1.7846,-3.6958,-3.585,-0.3624,-2.9929,0.3881,0.5887,-0.3185,1.0898,-1.3499,0.8819,-0.5165,-4.2599,3.0829,1.257,-0.5456,-1.3022,0.4599,-1.193,-0.0234,-1.6542,0.4861,3.2906,1.3513,-0.8803,-0.2669,-0.8022,-1.4228,-3.4293,2.8495,1.8066,-0.3605,-3.0235,-0.038,0.3984,-1.0303,3.7066,-0.5936,1.6333,1.299,,,,5.35,6.27,-0.9199999999999999,,,
2006-03,1.46,3.45,0.55,0.37,1.2174000000000005,2.7299999999999995,4.67,2.44,6.83,0.17,0.12,4.0,3.62,0.68,-0.38,3.06,-1.16,-0.89,1.3,3.17,-1.93,4.15,1.93,12.16,3.12,5.01,2.48,3.75,2.97,11.34,5.8,3.92,-3.62,1.83,3.82,2.84,2.98,3.17,2.71,3.38,3.25,4.84,3.99,2.17,2.43,0.3,-0.3,7.62,3.22,5.56,4.0575,6.0424,7.8073,3.0701,3.8001,5.2309,7.6484,6.2022,3.9155,3.4932,2.7213,6.6714,5.5449,2.995,5.5106,6.1972,7.2924,6.1354,2.8782,3.137,6.0158,6.2207,4.4485,8.3688,2.5374,5.984,6.242,6.4438,0.399,6.7394,3.5838,3.5775,6.2693,9.096,3.832,4.6283,3.464,2.7154,4.9184,3.8762,6.4166,6.6475,5.2038,1.9676,2.7701,3.1373,2.8529,2.9475,4.8787,5.3503,1.2803,3.6547,4.1074,0.8545,2.363,1.2477,0.7731,2.1338,2.1039,3.9808,1.6797,1.5989,2.1075,2.4046,0.6338,4.0416,4.4629,4.5795,1.8432,6.4627,0.6374,5.6028,-0.1781,0.6571,3.4885,-0.5365,1.7405,1.3374,0.2658,1.918,4.7728,2.1893,-0.3532,1.0279,0.1714,5.348,1.2304,0.4806,3.3332,-0.4156,0.8752,1.9619,-0.1169,4.72,4.77,-0.04999999999999982,5.53,6.41,-0.8799999999999999,2.614816409433138,0.20999999999999996,
2006-04,0.73,-1.43,2.34,0.36,1.3779,1.08,-1.63,2.33,0.68,0.89,3.34,-7.6,3.89,-0.7,1.44,-1.32,-0.81,-2.25,2.93,3.0,1.11,1.24,-1.65,7.68,6.05,0.87,-1.16,5.29,4.42,5.32,20.69,4.19,1.85,1.68,1.87,-1.39,-2.35,0.98,1.54,7.02,-3.41,0.54,-3.16,-1.47,-0.24,5.1,-0.75,0.38,1.13,0.1,-2.0421,-0.0225,-2.3393,1.4597,1.2115,2.3272,2.8413,1.5388,0.3256,-1.2374,-1.6808,-1.5421,-0.3281,-0.5676,1.2498,-0.9082,0.2839,0.0358,-3.0723,3.0618,2.4632,1.1164,1.278,6.3894,3.7567,-1.0279,2.8973,0.2255,-0.2984,-0.2123,1.4835,2.0928,-1.155,2.1663,-2.0945,-1.3403,1.0447,0.3789,-1.0953,-0.2084,-0.8833,-0.9372,1.6744,5.6613,-0.2232,7.644,0.5638,-0.4185,-2.0654,-0.5552,-0.715,-0.193,-1.842,3.5454,0.9113,1.0318,0.2113,6.1169,1.4595,3.336,0.4102,-1.5834,2.5542,1.3121,0.325,1.9689,3.5788,-0.8218,1.1601,-0.4365,3.5088,-0.8439,-0.0488,3.6256,0.9386,5.5226,0.9096,0.4836,0.009,1.7447,2.6675,0.6925,-1.1131,2.1868,2.1317,1.6593,0.0259,-1.3771,1.4319,2.0497,3.5342,1.0689,4.8547,,,,5.84,6.68,-0.8399999999999999,,,
2006-05,-3.57,-2.98,2.39,0.43,3.5536000000000003,-6.32,-5.83,3.92,3.38,3.84,-0.95,-2.36,-1.39,2.69,-3.97,-5.27,-4.33,-1.87,-2.23,-3.16,1.32,-7.81,-9.53,-4.59,-3.58,-4.29,2.47,-0.88,-3.46,-11.41,-1.64,-3.45,1.51,-0.26,-3.75,-6.08,-5.63,-9.05,-5.01,-2.32,-3.83,-1.54,-2.19,-1.49,-3.5,-2.69,-3.5,-8.06,-6.9,-0.76,-9.2998,-6.1269,-4.1962,-6.0242,-4.2025,-5.7969,-2.5124,-3.7892,-9.5802,-10.2473,-6.5391,-5.0009,-5.6443,-3.7358,-0.9051,-5.8891,-4.4982,-5.4455,-4.0972,-4.9618,-8.0594,-4.4881,-4.9079,-4.2133,-2.1588,-4.75,-4.1465,-5.069,-7.252,-8.7259,-7.0129,-6.4451,-4.9488,-2.9486,-7.9855,-5.546,-0.6278,-5.0116,-8.2437,-8.6783,-6.4194,-6.8903,-4.9747,-4.3779,-3.2065,-5.5551,-1.2347,-3.9752,-3.7528,-4.2987,-3.5702,-5.8137,-3.9466,-0.4611,-2.5036,-3.4649,-4.1705,-0.7196,-4.6886,-7.3368,-2.304,-2.0884,-2.2989,-1.1302,-3.7813,-3.3993,-5.1517,-5.3265,-2.8853,-4.0135,-4.1422,-2.7021,-3.0604,-5.912,-1.4387,-1.0062,0.0255,-4.7028,-4.7612,-4.5721,-3.5326,-4.5125,-3.1785,-0.7142,0.0047,-6.82,-1.8639,-2.7986,-2.0152,-3.6261,-1.5647,-3.0999,-3.0759,,,,5.95,6.75,-0.7999999999999998,,,
2006-06,-0.35,-0.38,0.8,0.4,0.6479,-0.41,0.19,-1.58,3.03,-0.87,2.95,1.21,0.58,0.18,0.73,-0.29,-4.35,0.78,-1.15,-0.98,1.48,-3.37,-3.94,2.93,-0.85,1.56,1.77,-0.63,2.0,0.92,-6.1,3.15,2.4,2.86,-0.67,0.94,-2.85,-3.64,-1.74,-3.32,1.06,4.09,-1.25,0.46,1.7,-0.69,-0.05,1.61,-0.04,-2.5,-0.7936,-1.4899,-1.149,-0.9063,-1.7002,-1.2175,0.6971,-0.7689,-0.1848,-0.4254,0.4788,-0.5756,-1.8562,-1.8208,1.3037,1.6003,-3.603,0.9322,1.5724,0.2025,-0.8355,5.6446,0.5219,-1.6083,-0.394,-3.2641,-1.3446,-2.3956,-4.4919,2.5515,-2.1545,2.1555,-1.761,0.6062,1.4438,2.784,1.396,-1.2907,-0.4769,-1.8269,-3.0759,2.3927,1.3517,2.3158,2.6634,-1.4891,1.0345,-0.3443,0.2503,-0.8243,2.098,-3.7905,-6.0837,0.8185,-1.2055,-1.5022,-2.2242,2.134,0.4084,-0.7959,-0.8269,0.2752,-0.3291,-0.0071,0.5897,0.0025,-1.7883,2.1607,-2.9768,-0.0599,-5.409,1.1544,-1.8103,2.4963,-0.9083,-3.4036,0.9704,2.1592,-0.017,-0.7053,-1.3658,-1.0154,3.9548,-1.0402,3.3701,3.5608,-0.6094,0.8837,-1.6179,1.2492,-0.2259,1.9191,-0.4811,5.11,5.16,-0.04999999999999982,5.89,6.78,-0.8900000000000006,2.6838557125575164,0.3200000000000003,
2006-07,-0.78,-3.99,2.62,0.4,3.7651999999999997,-1.2699999999999996,2.85,1.91,3.42,4.44,9.04,-3.82,-7.35,-0.5,0.38,-2.84,4.76,4.43,-4.31,0.5,-3.44,-8.41,-6.69,-4.16,-5.89,-5.94,-3.72,-3.46,-1.8,-1.48,-12.59,5.76,4.88,2.49,-3.95,-3.07,-3.8,-5.93,-2.73,-5.71,1.02,-11.75,-2.05,-4.72,-6.03,2.09,0.31,-6.0,0.57,-0.99,-4.7311,-2.8046,-4.24,-2.9237,-2.9064,-2.2714,-1.3844,-2.7217,-5.5324,-6.8922,-3.8726,-4.1704,-2.5397,-3.9637,-0.7791,-3.0439,-2.575,-3.6175,-7.1844,-4.651,-7.1329,-1.6129,-0.8331,-5.1928,-0.3594,-2.2291,-4.2605,-4.2172,-2.8198,-6.8407,-7.3754,-3.2805,-3.205,-3.0981,-1.7685,-1.9692,-2.1049,-3.7721,-6.2495,-6.3512,-7.8192,-2.2379,-5.2244,-1.1025,-3.1085,0.6832,0.8627,-2.1386,-6.4978,-5.6368,-3.178,-1.1698,-6.38,-2.6183,-1.7211,-2.2913,-0.132,-4.9961,-6.9374,-4.7988,-3.5887,-2.6516,-4.522,-1.3514,-4.4794,-4.681,-0.1321,-5.4664,-2.4519,-3.1893,-2.7112,-2.4226,-2.8494,-2.5229,-3.3697,-0.3332,-2.5705,-4.0613,-0.2435,0.0043,0.5288,-0.0477,4.1431,0.2993,-0.5133,2.5127,-1.2148,-0.3341,2.8787,-0.374,1.5556,2.9346,4.0018,,,,5.85,6.76,-0.9100000000000001,,,
2006-08,2.03,1.01,-2.04,0.42,-0.9170000000000003,-8.719999999999999,10.04,2.55,-3.42,2.25,4.31,3.44,2.27,2.84,6.6,3.91,1.12,2.26,3.9,4.68,1.4,2.49,1.29,-2.47,-0.72,1.33,3.2,-0.93,1.16,3.07,-10.43,-2.98,2.32,2.11,-1.14,4.54,11.76,8.07,3.74,2.28,3.96,-0.8,1.58,2.35,2.95,0.86,3.74,-6.27,0.38,3.79,4.9788,1.5618,1.9014,2.9415,0.724,0.5125,2.7263,1.7413,3.4722,2.6177,3.5555,1.5619,3.1582,4.6383,2.5562,4.6888,3.5462,3.8386,5.411,5.5921,3.0385,2.4706,2.3378,4.7106,3.4692,6.4396,2.7086,0.5889,2.8711,-0.3919,4.8674,0.5462,4.3571,1.8695,3.3776,1.4949,-1.0281,6.036,1.9,4.7362,3.5799,1.9726,3.9658,-0.291,3.1648,0.752,3.1634,6.0408,4.2145,-0.2432,0.6313,2.2521,1.1956,2.8017,2.389,4.9448,0.436,3.939,-2.8132,3.0062,4.6704,1.6354,1.3036,-1.3263,1.5939,4.7029,3.402,2.7853,0.6788,5.603,0.5441,-0.0572,3.9695,2.6562,4.1513,0.9084,7.4223,3.3556,2.5695,2.9819,0.8891,2.1325,2.5208,2.7036,-0.5181,3.6925,4.3059,3.8764,2.172,4.028,3.9175,0.7208,0.6957,,,,5.68,6.59,-0.9100000000000001,,,
2006-09,1.84,-1.34,0.06,0.41,0.4312999999999999,-0.31000000000000005,-1.27,1.35,-1.21,-0.13,-6.39,5.1,4.99,0.95,1.85,9.01,-0.12,2.37,2.5,4.0,1.62,0.89,-3.48,0.01,0.28,3.52,3.29,3.61,4.41,-1.62,-15.05,-3.45,-2.11,3.4,2.46,4.28,3.96,2.24,0.94,2.04,2.46,3.84,1.37,6.32,7.06,2.96,2.03,-0.35,9.47,3.87,0.6111,0.5396,0.7508,0.2542,1.5532,0.6291,2.3535,2.1619,-0.7033,1.0144,0.588,-0.2236,0.1767,-0.8339,-0.4406,-0.5,1.7035,2.6205,0.5015,1.7857,3.6616,0.7296,4.1333,1.0733,2.1506,2.5924,-1.5761,2.574,-1.4461,1.032,1.5906,0.5903,0.4786,-0.6631,1.3263,2.0327,1.8484,0.9877,3.9296,0.1623,2.2551,-0.2599,1.4085,3.7391,0.0835,1.0729,0.2632,0.0895,-0.1963,2.6049,-1.1558,1.258,2.1577,0.49,0.7176,0.4248,1.5656,-0.6792,4.2344,1.8991,3.1774,1.9437,0.5374,3.7089,1.4897,0.7468,0.4275,1.5918,1.2921,2.6632,2.2297,-0.4342,1.8657,2.006,2.6955,1.0011,0.7708,3.1927,1.0251,3.9505,0.8023,0.8086,-1.2639,1.9518,1.2178,4.7601,3.1598,2.0155,2.758,3.101,1.5366,3.6746,3.231,4.72,4.97,-0.25,5.51,6.43,-0.9199999999999999,2.4578888720598133,-0.08999999999999986,
2006-10,3.23,1.72,-0.26,0.41,-1.5475000000000003,0.7399999999999993,-4.51,1.12,-5.85,0.43,5.42,12.78,8.25,6.27,3.21,7.97,3.7,1.76,5.77,5.98,0.51,4.11,5.83,11.01,2.75,5.15,3.91,3.24,1.67,9.93,14.51,5.01,5.34,5.29,-0.87,6.65,4.86,-0.85,6.63,4.89,5.48,6.18,4.97,3.18,7.72,1.36,0.86,6.54,6.41,0.84,6.499,5.9823,6.8503,5.2415,5.2755,3.8841,3.6228,3.455,6.7157,7.2802,6.1242,8.0657,4.8339,7.333,3.1365,8.4117,5.0266,9.4028,9.4405,7.2517,6.3509,6.5316,3.4189,1.6942,5.728,3.3442,4.6219,8.572,5.5963,4.1721,5.2358,4.9896,6.8427,4.1799,5.5047,4.1059,2.2849,3.5998,7.5247,4.0765,4.4799,5.2253,3.638,5.2483,4.9353,2.2832,4.1518,4.6917,4.3531,6.6343,4.0386,4.9876,4.4136,0.9695,3.2366,4.015,7.5989,4.2555,5.0781,1.2435,4.3212,3.9599,1.3938,2.8217,4.2854,4.6842,3.6745,5.5495,3.9537,5.2179,4.3862,3.2935,3.577,2.7688,2.3666,2.0225,4.1622,3.9052,2.6341,1.6285,4.2569,5.5382,1.5001,7.6911,4.6803,0.0013,4.1313,3.053,2.4928,-0.045,2.4636,3.5582,3.0915,,,,5.51,6.42,-0.9100000000000001,,,
2006-11,1.71,0.72,0.11,0.42,0.11329999999999973,-3.18,7.96,0.52,-0.29,-0.47,3.42,0.88,4.98,1.63,0.51,4.53,2.1,-0.59,2.82,3.97,3.36,4.66,7.63,8.73,4.35,1.73,0.99,4.31,4.96,8.74,5.84,8.62,2.99,0.79,4.13,2.09,7.35,1.55,1.16,2.3,5.68,2.4,2.13,-2.22,1.66,0.0,2.44,3.51,1.58,0.96,-0.0164,4.2976,2.4431,1.4694,3.1485,1.5489,1.8363,1.8946,0.1035,1.4397,3.6355,0.7561,1.5951,1.0212,2.1776,0.8755,1.9732,5.2469,3.6617,1.1756,5.3129,1.2514,0.8387,4.1245,5.009,2.8605,4.0035,3.6584,-0.3511,4.177,4.146,1.621,2.5467,2.3388,1.0796,4.333,1.4625,1.5997,1.2006,3.8008,5.5305,3.5499,4.3273,5.5217,3.6036,4.7366,3.5516,0.1182,5.5651,4.3426,3.6495,3.7201,3.491,2.8996,2.9892,4.4668,5.9184,3.7101,4.3809,4.5411,4.1339,0.4375,6.4915,3.507,1.9851,2.1367,4.4545,2.0508,5.0684,4.0107,4.6963,1.7572,3.9701,3.0048,4.0847,3.4259,7.2253,2.59,2.9652,1.4418,7.2267,5.1687,2.3678,4.6881,0.8871,-5.0032,1.587,0.1751,2.8162,1.38,0.3572,2.2523,1.2003,,,,5.33,6.2,-0.8700000000000001,,,
2006-12,0.87,-1.13,2.71,0.4,2.5715999999999997,1.67,7.09,0.67,2.53,2.43,3.01,-1.22,4.96,1.94,1.24,0.19,2.45,-0.62,1.08,1.61,-1.65,2.25,-2.31,-2.71,0.08,-0.48,1.46,0.29,-1.47,-2.48,-12.66,-1.77,0.67,4.29,0.73,-0.25,-0.27,-2.81,1.86,0.77,3.23,-2.32,-0.37,1.77,2.16,4.26,3.49,2.34,3.11,4.9,-0.1765,0.1808,2.5871,2.2806,2.661,2.7344,3.7767,4.0659,0.5595,-0.318,-0.1728,0.9303,1.3702,0.2256,2.1516,1.6138,1.0867,5.2734,-4.8294,-3.4144,-1.8895,-0.5365,1.1251,2.3157,1.3616,-0.8735,2.5394,1.5942,-1.0924,1.9534,-0.9513,-1.5635,0.7076,-0.4744,0.2683,0.2454,2.4229,0.6188,1.2745,-0.1123,-2.1097,0.166,1.2876,-0.1895,-0.7819,1.485,1.133,1.4879,-2.0985,-2.4426,0.3603,0.1756,0.0531,2.7475,1.2226,0.8822,0.6482,1.5455,-0.8603,-0.19,2.1863,1.5604,-1.1557,0.1515,1.7227,1.2396,1.0779,-0.9559,-2.103,-0.6838,-0.7426,1.486,-0.301,1.5124,3.2831,2.9383,3.0955,-0.8827,-1.6391,1.5962,0.0438,-3.7191,2.2691,1.3999,3.2676,1.2684,-0.8561,1.4894,1.6487,0.8502,6.642,2.3306,1.862,4.56,4.94,-0.3800000000000008,5.32,6.22,-0.8999999999999995,2.3659694625840535,-0.29000000000000004,
