Date,Mkt-RF,SMB,HML,RF,r15-r11,umd,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,Mach ,ElcEq,Autos,Aero ,Ships,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other,1_2,1_4,1_5,1_6,1_7,1_8,1_9,1_high,2_low,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_high,3_low,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_high,4_low,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_high,5_low,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_high,6_low,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_high,7_low,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,8_low,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,8_high,9_low,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_high,10_low,10_2,10_3,10_4,10_5,10_6,10_7,yield10y,yield1y,trm10y_1y,aaa,baa,DEF,rrel,trm10y_3m,PE
2010-02,3.4,1.19,3.22,0.0,4.0802,7.040000000000001,-6.6,3.26,13.7,0.25,4.43,14.52,3.01,-3.01,3.69,6.07,2.18,-0.16,5.45,6.55,15.49,3.66,1.89,4.2,8.38,10.54,6.69,3.88,5.18,12.74,10.82,2.28,-0.41,2.85,1.49,2.98,7.1,5.23,6.82,2.15,7.9,7.25,5.89,4.32,4.56,1.83,3.53,7.19,3.85,1.07,0.9922,2.3392,3.395,4.9763,1.9907,3.3778,4.9908,6.5426,5.4539,3.1697,3.8535,7.0156,3.4123,5.8669,6.2306,6.7879,5.7614,13.0759,3.1221,0.925,3.5312,3.4362,3.7779,-0.0188,5.5363,5.1193,5.2985,9.1006,0.5646,4.3293,1.6601,3.4408,4.661,3.0988,5.1327,8.3986,4.6602,2.3443,5.5339,5.2654,3.3927,3.4554,3.5689,2.9671,7.2662,6.6734,9.7978,16.2441,4.5725,3.0527,5.8425,3.7193,6.0638,4.822,7.731,3.868,2.4345,8.2659,2.5852,2.8243,2.9087,7.4689,6.3673,3.5187,4.6597,6.1238,2.3652,5.9424,6.142,9.4722,8.9658,1.9433,2.9647,3.2616,1.2948,6.2242,7.8432,1.8659,4.5224,5.8472,3.5393,4.472,3.6185,2.45,4.9474,9.1733,2.4392,2.5775,3.0768,0.5081,4.0724,2.8847,3.8832,,,,5.35,6.34,-0.9900000000000002,,,
2010-03,6.31,1.48,2.21,0.01,1.9358000000000004,3.750000000000001,2.04,4.46,8.2,6.11,6.12,6.57,14.3,5.47,2.11,11.39,4.43,3.17,7.36,4.68,8.29,8.89,6.04,12.04,6.41,7.16,8.93,10.92,17.77,10.76,2.11,3.28,3.13,7.6,6.79,5.1,8.64,7.65,7.66,5.84,6.06,8.11,6.0,6.14,8.4,8.45,8.29,13.26,6.98,9.81,0.2186,6.8276,8.6775,8.3268,7.7583,7.4204,8.3422,9.326,10.7035,5.3853,6.0621,8.1257,7.8651,6.942,7.1273,7.3736,12.0193,10.4441,5.4976,7.1908,6.089,7.1618,7.9675,8.5068,10.622,6.7752,9.6651,17.191,2.8796,12.6609,6.7243,9.7241,6.3247,7.8808,7.6101,7.78,7.5575,15.8913,11.6432,7.6569,2.5099,7.1191,7.2315,12.4719,7.5293,6.872,9.5707,5.0167,11.1533,7.857,6.8817,8.3411,9.0166,11.1841,6.067,6.9846,10.0895,4.929,8.1242,5.4719,6.8889,5.8963,5.7211,6.8441,7.6437,5.6988,11.103,8.33,8.2304,5.0722,11.3536,8.0056,9.9197,2.5628,4.4211,9.6022,15.7721,4.8743,5.311,6.3162,5.3903,3.6322,5.3328,7.4727,10.5516,13.587,4.2125,5.7071,4.1782,7.5327,3.1089,10.4427,6.6901,3.73,0.4,3.33,5.27,6.27,-1.0,0.08688702126726486,3.58,
2010-04,2.0,4.87,2.89,0.01,5.3572,6.37,-10.17,0.18,-1.73,-1.76,-2.51,-0.9,15.37,2.31,1.2,4.23,0.37,-3.19,3.09,8.61,11.51,11.23,9.82,-2.63,6.08,4.52,4.82,2.19,22.09,-3.78,-2.19,4.28,2.85,3.59,2.55,0.37,5.36,1.56,6.51,4.67,1.84,3.8,3.21,1.85,7.36,3.05,-1.64,5.58,-1.65,3.82,10.2083,9.7809,5.6098,5.0014,9.9403,9.0276,11.6691,14.8603,5.144,5.7114,4.5895,8.26,3.5506,9.3263,8.3435,11.0668,8.8197,10.2892,1.7735,3.5473,5.6966,5.7055,5.5929,5.9351,4.7591,8.0966,6.698,11.81,2.0321,0.6472,3.6708,7.0944,2.3707,4.5311,5.0974,8.6734,4.6429,9.6343,2.7016,3.7805,6.9345,5.8898,5.5973,8.9203,7.7486,10.7967,5.8208,8.385,2.052,2.9509,4.478,4.8678,0.8834,0.967,6.0537,7.9126,0.8884,3.8431,5.8663,4.4405,4.6491,4.7426,4.0695,3.3692,9.6103,6.0502,7.9767,2.5806,3.9903,2.5381,4.4955,2.9758,3.9894,6.0125,5.4893,6.459,0.4938,3.658,2.3728,2.0897,0.9994,0.9819,2.6925,3.9766,-2.4194,9.49,-0.0957,0.1621,0.4156,4.7392,0.2171,2.2815,-2.3678,,,,5.29,6.25,-0.96,,,
2010-05,-7.89,0.09,-2.44,0.01,-4.414999999999999,-1.2800000000000011,-18.19,-3.86,-0.22,-3.88,-7.69,-5.69,-7.5,-10.35,-4.35,-5.67,-8.47,-8.25,-9.99,-4.89,-9.88,-11.04,-10.65,-7.01,-10.4,-10.19,-10.02,-9.57,-11.33,-5.82,-14.85,-10.06,-6.29,-5.81,-7.42,-8.3,-6.72,-7.52,-7.06,-8.96,-8.49,-5.98,-4.0,-5.83,-4.88,-11.02,-5.93,-12.13,-8.4,-11.01,-5.5866,-8.8403,-6.0208,-7.7591,-8.5538,-7.5977,-7.2862,-10.4917,-5.8026,-7.0495,-3.748,-4.9602,-7.1292,-7.5525,-9.6767,-10.0541,-11.8226,-11.9244,-7.1045,-3.8676,-7.6715,-7.8609,-7.1767,-7.7099,-7.7172,-8.1817,-10.2257,-12.8332,-2.3732,-5.9287,-6.9831,-4.2907,-5.597,-8.0159,-8.3082,-12.213,-9.3769,-6.7452,-7.8863,-4.4022,-7.7155,-5.4189,-4.4609,-8.9237,-10.2717,-11.7357,-12.3692,-10.6899,-6.7811,-6.1297,-5.1426,-6.2883,-6.571,-8.4335,-8.5108,-9.2551,-7.2763,-6.4474,-7.1536,-0.3389,-8.9409,-9.3277,-10.2961,-8.6449,-7.121,-5.3884,-9.3927,-7.3525,-3.7689,-8.5437,-6.1505,-8.5453,-8.0502,-9.7947,-6.6309,-6.9808,-8.8304,-5.7706,-6.6909,-7.2652,-5.7243,-7.9377,-7.7358,-10.1998,-11.195,-17.8553,-8.398,-6.7945,-8.2755,-8.7411,-8.6221,-10.3564,-7.7718,,,,4.96,6.05,-1.0899999999999999,,,
2010-06,-5.57,-1.81,-4.7,0.01,-5.1122,-4.5200000000000005,-8.54,-1.19,-0.72,-1.63,3.32,-4.06,-10.39,-7.86,-3.22,-9.31,-3.45,-0.71,-7.79,-8.81,-14.55,-12.66,-13.5,-13.18,-5.41,-7.09,-9.6,-5.65,-17.08,-12.66,-9.51,-6.18,-0.69,-3.98,-12.51,-6.5,-5.04,-7.47,-5.67,-2.62,-0.53,-7.66,-5.2,-10.56,-5.29,-7.67,-4.67,-12.82,-10.33,-7.63,-7.1136,-12.4787,-7.2728,-8.5099,-6.6349,-6.3387,-8.1783,-12.7096,-6.1122,-4.9394,-4.2766,-7.1847,-3.9208,-8.1765,-9.552,-5.5592,-10.5461,-15.3826,-6.3349,-4.0807,-6.8203,-3.0158,-3.8421,-9.1099,-11.6639,-7.9646,-10.5906,-18.7804,-6.2196,-5.3641,-4.5077,-7.5568,-7.9785,-6.4367,-10.8336,-9.1798,-9.548,-16.2926,-4.4332,-6.5196,-7.0121,-6.2511,-6.0743,-9.035,-8.7447,-7.8283,-12.2676,-13.4009,-8.6527,-3.7778,-4.4377,-6.921,-6.9118,-8.1846,-3.889,-9.1709,-9.0779,-14.5484,-4.5882,-1.2322,-5.8468,-4.2576,-8.645,-6.9883,-9.507,-9.3977,-8.7179,-4.8813,-5.3594,-5.3456,-9.1986,-5.9486,-7.8974,-7.4953,-5.3347,-7.9545,-10.7448,-3.6303,-5.9603,-4.482,-4.4785,-4.9966,-4.2115,-3.1591,-11.4819,-23.2205,-3.761,-3.8007,-6.8239,-7.075,0.8618,-7.4941,-9.0478,3.2,0.32,2.8800000000000003,4.88,6.23,-1.3500000000000005,0.0627042011006406,3.08,
2010-07,6.93,0.24,-0.3,0.01,0.48190000000000044,3.2,18.72,2.87,6.64,8.37,10.74,2.18,9.63,5.54,4.21,8.34,0.35,3.12,14.23,7.97,6.63,8.53,6.87,8.28,14.2,12.68,16.32,10.29,12.5,16.97,14.31,7.5,6.8,9.58,7.68,8.2,6.91,7.78,1.26,7.68,7.61,10.85,3.16,4.65,7.05,5.97,5.87,13.99,9.96,8.97,7.8811,5.8896,6.4117,4.5307,5.23,4.5042,6.4458,4.1952,4.6562,5.9688,6.5819,3.9641,7.0584,8.383,6.9398,8.3821,6.662,7.74,7.8646,8.4346,5.1985,9.0394,6.6299,3.3798,4.085,8.8967,8.6835,6.8982,5.0226,6.2199,9.3619,7.9754,8.6761,6.1261,7.1467,8.5509,4.4194,7.2421,6.5085,6.7023,8.54,6.3071,2.4037,9.9303,9.4888,8.8721,7.9142,11.1691,5.8611,6.8907,6.5057,8.9412,5.1791,4.2926,8.5199,6.7467,3.8336,9.8348,8.4507,7.9188,2.0277,5.0758,8.9269,5.4064,10.8308,8.2347,7.2888,5.8799,7.1736,8.8937,7.315,8.8401,8.0799,9.9428,5.3074,5.6109,5.6188,6.9365,6.2818,8.1651,7.2405,3.1306,7.8859,9.3788,7.0248,6.8203,7.219,7.5601,4.4508,5.5416,6.0966,9.5289,9.535,,,,4.72,6.01,-1.29,,,
2010-08,-4.77,-2.95,-1.96,0.01,-1.4636999999999993,-1.0499999999999998,-9.23,0.99,-0.42,-0.01,0.03,-2.27,-1.14,-10.53,-3.96,-7.4,-8.12,-0.05,-0.11,-2.31,-5.42,-5.26,-7.19,-8.74,-7.87,-6.5,-10.48,-8.12,-9.61,-2.05,-6.09,-3.35,0.38,-2.13,-19.67,-4.45,-8.42,-8.5,-6.0,-6.43,-4.09,-4.66,-7.57,-4.18,0.26,-10.25,-4.56,-6.99,-8.15,-7.6,-4.8986,-9.1015,-9.6955,-7.9671,-7.1884,-10.2856,-8.1981,-7.617,-10.7308,-9.5157,-10.2862,-6.4408,-7.5936,-8.9976,-9.4144,-9.9949,-11.0291,-13.294,-2.8882,-7.1788,-11.3335,-8.5198,-6.505,-10.2122,-10.3439,-8.8974,-7.906,-9.4456,-4.1626,-7.8556,-5.0673,-9.5262,-7.8628,-5.9841,-6.9159,-5.1333,-4.1201,-9.8909,-6.0252,-8.4722,-6.9775,-3.4128,-8.7745,-8.1863,-7.9619,-10.5756,-7.0346,-8.3814,-3.2219,-3.3338,-7.5587,-6.6845,-5.1765,-8.1356,-6.0505,-4.4998,-4.947,-8.9586,-10.7728,-3.232,-4.321,-6.3034,-5.3277,-4.9433,-3.61,-2.2432,-5.8499,-1.6483,-4.9417,-2.8115,-5.7343,-5.4145,-6.3194,-4.793,-4.7439,-4.3078,-12.4107,-3.1904,-3.8182,-4.7646,-3.3771,-4.3947,-4.1682,-3.611,-3.3065,-10.4256,-3.314,-5.2013,-3.8033,-2.0743,-4.468,1.7254,-10.9266,,,,4.49,5.66,-1.17,,,
2010-09,9.54,3.96,-3.17,0.01,-3.1608,2.799999999999999,-5.73,2.35,4.11,4.95,9.74,10.77,15.1,14.05,3.96,17.54,11.77,8.21,9.97,9.78,13.28,10.52,9.65,12.1,16.1,13.51,14.06,10.09,19.27,14.24,13.59,9.11,3.65,7.95,18.6,11.28,13.45,13.55,15.38,9.74,5.96,9.87,9.89,13.59,7.27,6.36,8.9,12.63,8.6,10.81,10.2627,12.5042,15.3577,10.0856,11.0126,11.5873,9.831,7.8835,15.4475,6.2869,13.1728,10.1281,12.2653,13.1958,13.3545,12.5253,11.4609,13.3475,13.9492,11.072,13.9063,15.0527,12.7442,11.5973,13.0669,11.6175,11.9627,12.3645,18.5528,13.7071,14.2358,16.8081,13.0811,12.523,10.9769,8.6514,13.2519,8.8534,18.326,12.3543,16.9728,11.4181,11.4134,14.4623,13.0633,9.1116,11.7234,12.2498,14.7478,9.7022,13.8893,15.1038,12.0895,11.7347,12.1798,9.9726,10.4535,9.4718,11.6952,9.5768,12.3649,12.1466,10.1671,8.2098,8.1694,8.5473,9.7987,13.0928,12.9316,11.9564,9.9402,10.2675,11.5946,11.0258,2.663,9.6551,11.8474,10.8887,12.1628,12.5005,7.527,8.6534,8.9031,9.7987,7.7063,11.7584,10.2075,9.9551,6.9156,8.64,7.5837,8.0083,9.9066,2.65,0.26,2.3899999999999997,4.53,5.66,-1.13,0.059942683834649485,2.5,
2010-10,3.88,1.21,-2.49,0.01,-0.9068,1.6199999999999997,19.43,3.78,7.37,1.93,5.34,2.06,15.4,6.65,4.51,3.31,0.25,2.32,8.18,2.33,3.24,5.09,-1.91,4.64,4.39,4.54,9.72,6.08,1.28,13.22,6.78,4.44,1.86,4.52,-7.28,8.55,4.17,3.76,6.03,3.04,5.98,5.32,4.94,1.33,6.15,0.34,2.08,-1.88,7.3,-0.38,6.74,3.5981,4.4869,7.3402,4.6916,4.4139,4.0744,4.3817,8.449,6.4432,6.8767,7.3819,6.3909,4.5359,5.8906,5.3739,3.1475,0.9651,5.808,3.275,7.3825,2.7789,4.1618,5.9739,3.1872,3.5985,4.4591,1.9655,1.7388,5.5581,2.6,4.7366,2.8723,4.2112,2.6305,2.8191,1.7986,2.88,2.5794,6.8759,2.2283,5.4221,7.1569,3.5706,-2.5409,4.6583,7.0945,3.8478,3.0828,5.661,4.0065,1.4388,6.5509,5.553,6.7104,2.1526,2.9148,4.5804,-0.9696,2.0496,5.5151,2.2813,2.235,0.9733,3.391,0.3276,1.3391,2.4583,4.1379,5.056,5.4737,4.3066,3.8046,4.9135,1.7251,0.639,-3.2041,3.6363,3.5633,3.0257,4.6652,4.7967,0.0995,6.7352,3.1922,-0.8387,5.8421,4.1744,4.3127,4.1442,4.1968,3.9474,2.5365,,,,4.68,5.72,-1.04,,,
2010-11,0.6,3.77,-0.88,0.01,-0.21700000000000008,7.21,0.86,-2.6,0.97,2.01,-3.89,9.27,6.83,-1.77,-2.34,9.27,-0.23,-4.31,0.84,4.03,-1.22,3.83,2.64,2.98,6.71,3.22,6.74,-0.45,-0.3,3.89,14.6,5.1,-1.32,-1.88,0.06,-2.54,-0.81,3.42,2.42,0.53,-0.77,2.42,0.22,4.95,4.13,0.03,-0.71,0.11,-1.01,-1.27,0.5049,1.0649,6.0392,2.5414,4.0127,2.4214,2.6184,2.2814,1.6589,3.0399,5.8877,5.2562,4.0726,7.1431,4.2927,7.1423,3.6831,3.89,3.4753,4.0267,5.2044,4.318,2.0994,-0.6735,4.9608,-0.2812,6.0043,6.1812,2.841,3.1452,6.5914,2.1466,6.8793,4.1465,4.7112,3.2355,1.5564,1.77,1.699,1.8452,8.747,3.8769,3.5708,3.5126,7.2444,4.2962,4.2542,3.1718,5.2364,5.3646,4.891,7.7197,-0.4422,0.176,3.5337,3.1949,-1.5086,3.4028,6.1129,-0.2949,4.8244,2.0339,2.6959,1.3857,4.8662,-0.6219,1.3285,5.0956,5.3953,3.0802,3.7441,2.7358,5.5353,1.0314,-0.319,0.6775,-4.1591,2.2198,2.3566,5.6397,-0.0819,-0.8343,0.8328,1.5494,0.1284,-5.4526,-0.9904,-1.8262,1.9007,1.4154,-0.8354,-1.8836,0.3695,,,,4.87,5.92,-1.0499999999999998,,,
2010-12,6.82,0.67,3.78,0.01,2.269,-9.559999999999999,15.83,4.57,0.91,3.57,4.23,1.95,-1.24,8.44,5.74,1.08,9.44,4.26,7.49,7.0,4.26,10.35,14.48,13.32,10.45,5.67,8.3,4.11,16.75,16.62,14.7,9.27,3.21,6.57,11.59,6.97,4.44,5.36,9.56,4.59,5.74,3.19,6.84,3.5,-0.04,11.89,8.69,7.71,9.65,13.2,10.4617,7.9641,8.32,11.0658,7.1591,8.798,8.9696,9.1597,9.6651,9.1662,6.5095,9.947,6.7099,6.8428,10.6512,7.2525,11.0229,9.2315,6.558,8.8264,8.3803,7.6972,7.9756,12.8719,8.9335,9.0595,9.2056,8.7638,7.2208,6.6527,3.4733,8.6032,6.5017,7.5174,7.7969,7.4935,6.0023,18.1406,3.6687,6.8178,7.4209,8.6669,7.1597,9.151,8.7249,6.8054,9.3154,14.1261,9.6038,4.4649,10.1474,7.0186,7.4263,9.2214,6.2803,8.5571,1.9709,9.3249,7.109,8.1622,8.5558,6.4995,7.226,10.3703,8.8681,8.3921,6.7606,3.7216,4.8313,4.5804,9.4717,7.3668,7.9153,5.2979,6.3724,7.1664,23.6873,3.88,5.8938,4.2045,6.4108,6.0575,6.9011,6.7038,8.7104,18.3193,5.0303,4.0318,5.4709,7.6394,5.9414,7.0909,12.6028,3.29,0.29,3.0,5.02,6.1,-1.08,0.05960952677152914,3.15,
2011-01,1.99,-2.44,0.77,0.01,0.712,-3.4800000000000004,5.01,-1.92,1.86,-3.62,-3.29,-6.72,3.65,2.8,-0.99,-3.32,2.45,-1.61,1.6,1.84,-3.66,2.51,6.7,3.98,5.27,3.44,0.56,5.07,2.64,-6.37,1.42,7.1,2.21,0.04,-0.33,2.47,3.79,6.48,2.73,2.98,3.71,-0.5,2.83,-1.28,-2.5,2.57,2.11,2.18,1.43,7.51,-1.7641,0.6817,-2.0743,-0.098,1.3831,2.009,-1.175,1.3131,-3.9255,-4.8921,-8.6353,0.1894,-1.5712,-0.8296,-3.1425,-2.3165,-3.7746,-2.7011,1.6701,-0.4369,-0.616,-1.4957,2.2735,1.6734,-1.7107,-0.611,0.5166,2.406,2.5275,-1.6317,0.1641,-0.7401,-0.7364,4.7039,0.0642,3.0749,2.8176,1.5453,-0.1815,2.1871,-0.2785,-0.014,-2.3894,1.7905,0.5364,0.8332,2.252,-0.8041,2.968,1.9833,3.1841,3.2321,0.5065,0.4885,6.0855,2.8354,-0.7159,1.8668,0.1614,4.2672,5.8149,2.7064,0.9986,0.5935,2.1753,2.7128,2.7075,0.9334,2.3894,2.7649,3.6063,2.4055,1.9074,3.2241,2.78,0.5601,-2.5275,1.9104,-0.3495,0.6128,2.3004,6.0882,1.4611,2.296,0.9181,3.6825,0.6534,2.8626,4.0359,2.7522,0.6796,1.8545,4.774,,,,5.04,6.09,-1.0499999999999998,,,
2011-02,3.49,1.47,1.24,0.01,0.3877000000000006,2.9399999999999995,-1.2,6.75,3.2,0.6,8.65,6.18,1.11,2.56,1.68,8.88,4.55,2.77,4.92,4.5,7.08,2.96,-0.2,3.98,4.07,2.54,-2.39,2.82,6.9,-0.03,0.05,7.96,2.45,7.48,11.05,2.14,1.63,3.97,5.76,3.17,4.2,1.41,2.96,1.38,3.82,1.52,4.47,8.67,2.93,3.91,1.4684,4.1842,3.9519,3.7586,4.8065,4.1542,4.4838,5.7974,-1.5602,1.7976,9.0183,5.2793,4.3237,4.6821,3.1091,5.4136,5.7868,11.8139,5.523,5.8372,7.3288,8.3364,5.4177,4.4432,6.8984,6.4322,8.8938,6.6029,5.1761,4.9645,8.2544,5.0769,6.0364,5.7019,5.7319,2.4249,4.4868,2.6214,6.7381,4.2306,6.2657,7.0277,2.6394,5.1174,4.9623,5.671,4.6653,5.4264,6.1361,5.6492,4.5577,8.2534,8.4868,0.9313,5.9104,5.3038,1.3437,8.1406,2.9512,4.4414,4.8768,3.7554,1.6807,2.5272,4.6078,4.4426,3.2078,5.5376,2.4824,3.592,4.661,7.2113,3.5608,5.3454,4.2411,2.9489,-1.408,2.9406,3.6444,3.3156,4.6499,1.2783,4.6295,6.2228,4.4521,3.2416,2.4331,0.9521,2.8728,5.419,3.4634,6.1103,1.2125,,,,5.22,6.15,-0.9300000000000006,,,
2011-03,0.46,2.56,-1.88,0.01,-1.9654,4.58,0.33,1.64,4.58,3.35,6.33,1.59,-0.98,-0.21,0.21,-4.4,0.53,2.63,2.01,6.49,4.49,3.68,1.43,0.75,4.27,1.16,1.53,2.15,18.09,0.1,8.77,1.9,0.91,1.6,2.24,0.04,-2.84,-3.24,1.86,1.85,0.48,3.02,1.43,0.48,1.75,-1.78,-0.5,1.19,-2.36,-2.25,1.0186,3.3773,0.7648,-0.303,-0.3706,0.686,2.0526,-0.9723,1.0444,4.1056,4.1483,8.3817,2.3715,1.6659,2.9632,2.9516,2.4537,4.996,6.1015,3.0565,4.0018,2.6107,3.0794,0.5883,3.9072,-0.2815,6.5516,1.2648,4.9634,-0.6967,2.5665,4.0719,5.5079,1.1718,2.0406,0.7285,3.4509,0.8782,3.8748,1.9518,5.2089,1.3828,4.1372,3.8386,3.5767,-1.0536,0.4012,-0.4735,7.7238,2.2517,1.1763,4.0168,1.0552,3.4231,3.0492,1.2164,2.0152,2.7584,4.8865,2.5205,3.4226,1.8386,1.0202,1.5526,3.9134,2.086,0.9612,1.6228,0.9587,3.7156,3.705,3.9816,1.3983,1.0399,2.6757,-0.3254,-1.6864,1.4763,1.174,2.1228,1.2577,1.9986,-0.6846,1.0786,0.7435,-1.6143,1.094,-1.2484,-2.4396,1.5522,0.84,3.1531,-2.1126,3.41,0.26,3.1500000000000004,5.13,6.03,-0.9000000000000004,0.03271414175647899,3.31,
2011-04,2.9,-0.32,-2.48,0.0,-2.3310999999999997,3.4,-4.16,5.7,5.2,3.9,5.39,4.44,6.38,-0.03,4.92,8.0,5.02,7.14,4.48,3.63,4.86,0.54,0.03,0.58,1.58,0.93,1.72,4.19,1.77,-2.76,-2.79,1.75,3.98,3.35,1.4,2.64,2.03,4.56,4.19,1.94,0.65,2.95,4.15,5.19,1.19,-0.4,3.63,5.44,-0.87,2.41,0.1486,0.3721,-0.159,1.6996,-0.2532,-0.1034,0.8105,0.5321,3.0766,4.8282,2.2966,-0.9302,2.5791,0.0773,0.745,3.5253,0.7427,-1.2997,3.9917,1.353,0.4236,1.603,0.8568,1.9848,1.2353,1.9015,-0.631,-0.7712,3.7215,7.617,4.1001,1.6385,4.7671,1.2222,2.4343,3.295,1.0341,0.5389,1.9453,6.4451,2.0282,2.8232,3.7667,2.6409,5.1021,1.6739,1.474,1.7112,5.5574,1.9115,5.1447,3.7013,1.2461,6.718,3.7006,1.3355,1.7182,2.4658,6.1543,4.3492,1.3567,2.2661,2.3081,3.4229,2.7191,3.2766,0.4982,3.9672,2.0114,1.8506,1.046,-0.4328,1.649,4.7961,2.6172,5.1084,-2.3383,4.7853,4.6747,1.2643,4.181,3.6005,3.0415,3.4273,2.3637,0.9753,3.2943,3.3076,5.4439,3.7973,4.0179,3.3722,-1.3485,,,,5.16,6.02,-0.8599999999999994,,,
2011-05,-1.27,-0.65,-2.0,0.0,-1.518,0.6599999999999997,2.86,2.14,3.66,0.49,4.5,-0.79,-0.48,1.07,3.04,0.34,-0.16,2.58,-3.76,1.81,2.85,-2.2,-2.67,-5.35,-5.96,-6.67,-3.29,-1.69,-6.3,-5.6,-6.06,-4.47,1.31,0.9,-0.83,-2.3,-1.74,-0.84,-0.1,-0.63,5.82,-0.43,1.28,0.21,4.39,-2.65,-1.67,-3.33,-3.53,-3.49,-1.7272,0.6049,-4.0669,-3.4737,-4.3952,-3.0559,-3.9413,-2.7292,-0.1205,-1.7551,-2.249,-0.7908,2.6611,-4.0083,-5.0133,-4.1432,-2.0622,-3.6083,-4.476,-2.2432,-4.3402,-0.3875,-0.8814,-2.5452,-6.4222,-4.8546,-5.3728,-4.1111,-0.8052,-0.1316,0.0058,-1.5416,1.6641,-1.1972,-3.8139,1.0823,0.1975,-4.6709,-0.7659,-2.6459,-1.3203,-1.9241,-0.966,-3.0576,-4.4105,-7.1346,-2.1042,-2.7383,-0.1028,-2.4468,-0.8349,-1.3332,-1.7102,-1.5298,-4.1299,-0.6838,2.6644,-3.4052,0.205,-1.5997,-0.4927,-3.5413,-2.0802,-0.9082,-2.0868,-0.607,0.9147,0.2743,0.7267,-0.213,-0.0641,-0.2743,-2.7358,-3.3555,-0.7911,1.2857,-5.4211,1.3401,-2.2266,-1.757,-0.4591,-1.2534,-0.1869,-0.9241,-0.9436,0.0942,0.1742,-0.82,-1.6058,-2.4825,-1.4555,-0.62,-1.7158,,,,4.96,5.78,-0.8200000000000003,,,
2011-06,-1.75,-0.14,-0.38,0.0,0.0027999999999999137,5.34,1.51,-1.14,3.98,0.62,-5.6,-0.57,-1.74,-0.44,-2.55,4.5,-3.31,-1.41,-0.22,0.21,-6.34,-1.8,-4.94,-1.89,-0.53,0.29,-1.46,0.35,-2.43,-0.67,-7.14,-2.15,-0.34,-1.35,1.9,-1.25,-3.17,-4.07,-1.4,0.57,-6.7,-0.46,-2.04,-1.41,1.4,-2.02,-1.02,-3.43,-4.58,-2.6,-3.9779,0.8079,-1.3476,-1.0397,-2.3451,-1.1361,-0.6898,-2.1218,-6.7014,-1.9237,-4.8303,-5.5757,-3.4966,-3.1498,-1.5551,-0.95,-4.2782,-4.1151,-2.6226,-1.069,-3.7439,-4.5257,-0.7742,-2.3408,-0.777,0.2959,0.1136,-4.1906,1.518,-0.4328,0.6388,-2.0168,-0.0784,-2.6963,-0.8152,-0.1014,-0.5662,-2.5271,-1.1373,-3.2722,-1.4675,-3.3373,-2.8934,-1.905,-0.8986,-1.415,-3.3257,-4.2676,-0.6467,-0.9122,-3.7451,0.8512,-1.6416,-0.6701,-1.639,0.1153,-4.7013,-1.9724,-1.8756,-2.091,0.1358,-2.1999,-3.3994,-4.6753,-1.8142,-0.3253,-2.343,-0.5277,-2.1811,-2.2574,-3.0421,-2.8968,-1.8086,-2.3417,-0.4127,-3.1417,-1.2988,-1.5351,-2.0955,-0.0065,0.2281,-2.1028,-2.3972,-0.4553,-1.0131,-5.1253,-0.5673,-1.8796,-2.4445,-1.3037,-2.1971,-1.4398,-2.3857,3.0,0.18,2.82,4.99,5.75,-0.7599999999999998,-0.013742638365824553,2.96,
