Date,Close,SPYt,SPYt1,SPYt2,SPYt3,RDP5,RDP10,RDP15,RDP20,EMA10,EMA20,EMA50,EMA200
1999-12-31,10.875,,,,,,,,,0.0,0.0,0.0,0.0
2000-01-03,10.3125,-0.051724137931034475,,,,,,,,0.0,0.0,0.0,0.0
2000-01-04,10.0,-0.030303030303030276,-0.051724137931034475,,,,,,,0.0,0.0,0.0,0.0
2000-01-05,10.0,0.0,-0.030303030303030276,-0.051724137931034475,,,,,,0.0,0.0,0.0,0.0
2000-01-06,10.59375,0.059374999999999956,0.0,-0.030303030303030276,-0.051724137931034475,,,,,0.0,0.0,0.0,0.0
2000-01-07,10.84375,0.02359882005899716,0.059374999999999956,0.0,-0.030303030303030276,-0.28735632183908044,,,,0.0,0.0,0.0,0.0
2000-01-10,10.8125,-0.0028818443804035088,0.02359882005899716,0.059374999999999956,0.0,4.848484848484849,,,,0.0,0.0,0.0,0.0
2000-01-11,11.125,0.028901734104046284,-0.0028818443804035088,0.02359882005899716,0.059374999999999956,11.25,,,,0.0,0.0,0.0,0.0
2000-01-12,11.0,-0.011235955056179803,0.028901734104046284,-0.0028818443804035088,0.02359882005899716,10.0,,,,0.0,0.0,0.0,0.0
2000-01-13,11.25,0.022727272727272707,-0.011235955056179803,0.028901734104046284,-0.0028818443804035088,6.1946902654867255,,,,10.68125,0.0,0.0,0.0
2000-01-14,11.6875,0.03888888888888897,0.022727272727272707,-0.011235955056179803,0.028901734104046284,7.780979827089338,7.471264367816093,,,10.864204545454545,0.0,0.0,0.0
2000-01-18,11.6875,0.0,0.03888888888888897,0.022727272727272707,-0.011235955056179803,8.092485549132949,13.333333333333334,,,11.013894628099171,0.0,0.0,0.0
2000-01-19,12.125,0.03743315508021383,0.0,0.03888888888888897,0.022727272727272707,8.98876404494382,21.25,,,11.215913786626595,0.0,0.0,0.0
2000-01-20,11.34375,-0.06443298969072164,0.03743315508021383,0.0,0.03888888888888897,3.125,13.4375,,,11.239156734512669,0.0,0.0,0.0
2000-01-21,11.8125,0.04132231404958686,-0.06443298969072164,0.03743315508021383,0.0,5.0,11.504424778761061,,,11.343400964601274,0.0,0.0,0.0
2000-01-24,11.625,-0.015873015873015928,0.04132231404958686,-0.06443298969072164,0.03743315508021383,-0.53475935828877,7.204610951008646,6.896551724137931,,11.394600789219224,0.0,0.0,0.0
2000-01-25,11.6875,0.005376344086021501,-0.015873015873015928,0.04132231404958686,-0.06443298969072164,0.0,8.092485549132949,13.333333333333334,,11.447855191179364,0.0,0.0,0.0
2000-01-26,11.75,0.005347593582887722,0.005376344086021501,-0.015873015873015928,0.04132231404958686,-3.0927835051546393,5.617977528089887,17.5,,11.502790610964935,0.0,0.0,0.0
2000-01-27,11.46875,-0.02393617021276595,0.005347593582887722,0.005376344086021501,-0.015873015873015928,1.1019283746556474,4.261363636363636,14.6875,,11.49660140897131,0.0,0.0,0.0
2000-01-28,11.3125,-0.013623978201634857,-0.02393617021276595,0.005347593582887722,0.005376344086021501,-4.232804232804233,0.5555555555555556,6.784660766961652,,11.46312842552198,11.165625,0.0,0.0
2000-01-31,11.75,0.03867403314917128,-0.013623978201634857,-0.02393617021276595,0.005347593582887722,1.0752688172043012,0.53475935828877,8.357348703170029,8.045977011494253,11.515286893608891,11.221279761904762,0.0,0.0
2000-02-01,12.0,0.02127659574468077,0.03867403314917128,-0.013623978201634857,-0.02393617021276595,2.6737967914438503,2.6737967914438503,10.982658959537572,16.363636363636363,11.603416549316364,11.295443594104308,0.0,0.0
2000-02-02,11.625,-0.03125,0.02127659574468077,0.03867403314917128,-0.013623978201634857,-1.0638297872340425,-4.123711340206185,4.49438202247191,16.25,11.607340813077025,11.326829918475326,0.0,0.0
