Date,Close,SPYt,SPYt1,SPYt2,SPYt3,RDP5,RDP10,RDP15,RDP20,EMA10,EMA20,EMA50,EMA200
1999-12-31,18.75,,,,,,,,,0.0,0.0,0.0,0.0
2000-01-03,18.0,-0.040000000000000036,,,,,,,,0.0,0.0,0.0,0.0
2000-01-04,17.75,-0.01388888888888884,-0.040000000000000036,,,,,,,0.0,0.0,0.0,0.0
2000-01-05,17.0,-0.04225352112676062,-0.01388888888888884,-0.040000000000000036,,,,,,0.0,0.0,0.0,0.0
2000-01-06,16.9375,-0.003676470588235281,-0.04225352112676062,-0.01388888888888884,-0.040000000000000036,,,,,0.0,0.0,0.0,0.0
2000-01-07,18.375,0.08487084870848705,-0.003676470588235281,-0.04225352112676062,-0.01388888888888884,-2.0,,,,0.0,0.0,0.0,0.0
2000-01-10,22.0,0.19727891156462585,0.08487084870848705,-0.003676470588235281,-0.04225352112676062,22.22222222222222,,,,0.0,0.0,0.0,0.0
2000-01-11,25.875,0.17613636363636354,0.19727891156462585,0.08487084870848705,-0.003676470588235281,45.774647887323944,,,,0.0,0.0,0.0,0.0
2000-01-12,22.75,-0.12077294685990336,0.17613636363636354,0.19727891156462585,0.08487084870848705,33.82352941176471,,,,0.0,0.0,0.0,0.0
2000-01-13,25.4375,0.11813186813186816,-0.12077294685990336,0.17613636363636354,0.19727891156462585,50.184501845018445,,,,20.2875,0.0,0.0,0.0
2000-01-14,25.0625,-0.014742014742014753,0.11813186813186816,-0.12077294685990336,0.17613636363636354,36.394557823129254,33.666666666666664,,,21.15568181818182,0.0,0.0,0.0
2000-01-18,27.9375,0.11471321695760595,-0.014742014742014753,0.11813186813186816,-0.12077294685990336,26.988636363636363,55.208333333333336,,,22.38873966942149,0.0,0.0,0.0
2000-01-19,26.875,-0.03803131991051456,0.11471321695760595,-0.014742014742014753,0.11813186813186816,3.864734299516908,51.40845070422535,,,23.20442336589031,0.0,0.0,0.0
2000-01-20,26.875,0.0,-0.03803131991051456,0.11471321695760595,-0.014742014742014753,18.13186813186813,58.08823529411765,,,23.871800935728434,0.0,0.0,0.0
2000-01-21,26.875,0.0,0.0,-0.03803131991051456,0.11471321695760595,5.651105651105651,58.671586715867164,,,24.417837129232353,0.0,0.0,0.0
2000-01-24,28.375,0.05581395348837215,0.0,0.0,-0.03803131991051456,13.216957605985039,54.421768707483,51.33333333333333,,25.137321287553743,0.0,0.0,0.0
2000-01-25,30.5,0.07488986784140961,0.05581395348837215,0.0,0.0,9.172259507829978,38.63636363636363,69.44444444444444,,26.11235378072579,0.0,0.0,0.0
2000-01-26,31.5,0.032786885245901676,0.07488986784140961,0.05581395348837215,0.0,17.209302325581397,21.73913043478261,77.46478873239437,,27.091925820593826,0.0,0.0,0.0
2000-01-27,28.9375,-0.0813492063492064,0.032786885245901676,0.07488986784140961,0.05581395348837215,7.674418604651163,27.197802197802197,70.22058823529412,,27.427484762304037,0.0,0.0,0.0
2000-01-28,30.25,0.04535637149028071,-0.0813492063492064,0.032786885245901676,0.07488986784140961,12.558139534883722,18.91891891891892,78.59778597785979,,27.940669350976027,24.303125,0.0,0.0
2000-01-31,30.3125,0.0020661157024792765,0.04535637149028071,-0.0813492063492064,0.032786885245901676,6.828193832599119,20.947630922693268,64.96598639455783,61.66666666666667,28.371911287162202,24.87544642857143,0.0,0.0
2000-02-01,33.125,0.09278350515463907,0.0020661157024792765,0.04535637149028071,-0.0813492063492064,8.60655737704918,18.568232662192393,50.56818181818182,84.02777777777779,29.23610923495089,25.661118197278913,0.0,0.0
2000-02-02,34.0,0.026415094339622636,0.09278350515463907,0.0020661157024792765,0.04535637149028071,7.936507936507936,26.51162790697674,31.40096618357488,91.54929577464789,30.102271192232543,26.455297416585683,0.0,0.0
2000-02-03,35.0,0.02941176470588225,0.026415094339622636,0.09278350515463907,0.0020661157024792765,20.950323974082075,30.23255813953488,53.84615384615385,105.88235294117648,30.992767339099352,27.269078615006094,0.0,0.0
2000-02-04,34.5,-0.014285714285714235,0.02941176470588225,0.026415094339622636,0.09278350515463907,14.049586776859504,28.37209302325581,35.62653562653563,103.690036900369,31.63044600471765,27.957737794529322,0.0,0.0
2000-02-07,35.375,0.0253623188405796,-0.014285714285714235,0.02941176470588225,0.026415094339622636,16.70103092783505,24.669603524229075,41.14713216957606,92.51700680272108,32.31127400385989,28.664143718859865,0.0,0.0
2000-02-08,34.625,-0.021201413427561877,0.0253623188405796,-0.014285714285714235,0.02941176470588225,4.528301886792453,13.524590163934427,23.937360178970916,57.38636363636363,32.731951457703545,29.231844317063686,0.0,0.0
2000-02-09,33.75,-0.02527075812274371,-0.021201413427561877,0.0253623188405796,-0.014285714285714235,-0.7352941176470588,7.142857142857142,25.581395348837212,30.434782608695656,32.917051192666534,29.66214485829572,0.0,0.0
2000-02-10,34.75,0.029629629629629672,-0.02527075812274371,-0.021201413427561877,0.0253623188405796,-0.7142857142857143,20.086393088552914,29.30232558139535,52.74725274725275,33.25031461218171,30.146702490838983,0.0,0.0
2000-02-11,34.875,0.003597122302158251,0.029629629629629672,-0.02527075812274371,-0.021201413427561877,1.0869565217391304,15.289256198347106,29.767441860465116,37.1007371007371,33.545711955421396,30.59701653933051,0.0,0.0
2000-02-14,34.875,0.0,0.003597122302158251,0.029629629629629672,-0.02527075812274371,-1.4134275618374559,15.051546391752577,22.90748898678414,39.15211970074813,33.78740069079932,31.00444353558475,0.0,0.0
2000-02-15,35.0625,0.005376344086021501,0.0,0.003597122302158251,0.029629629629629672,1.263537906137184,5.849056603773585,14.959016393442623,25.503355704697988,34.01923692883581,31.390925103624298,0.0,0.0
2000-02-16,34.125,-0.0267379679144385,0.005376344086021501,0.0,0.003597122302158251,1.1111111111111112,0.3676470588235294,8.333333333333332,26.976744186046513,34.03846657813839,31.651313188993413,0.0,0.0
2000-02-17,31.625,-0.07326007326007322,-0.0267379679144385,0.005376344086021501,0.0,-8.992805755395683,-9.642857142857144,9.287257019438446,17.674418604651162,33.59965447302231,31.64880717099404,0.0,0.0
2000-02-18,27.75,-0.12252964426877466,-0.07326007326007322,-0.0267379679144385,0.005376344086021501,-20.43010752688172,-19.565217391304348,-8.264462809917356,3.255813953488372,32.5360809324728,31.27749220232794,0.0,0.0
2000-02-22,30.125,0.0855855855855856,-0.12252964426877466,-0.07326007326007322,-0.0267379679144385,-13.620071684587815,-14.840989399293287,-0.6185567010309279,6.167400881057269,32.097702581114106,31.167731040201474,0.0,0.0
2000-02-23,30.875,0.024896265560165887,0.0855855855855856,-0.12252964426877466,-0.07326007326007322,-11.942959001782532,-10.830324909747292,-6.7924528301886795,1.2295081967213115,31.875393020911538,31.13985189351562,0.0,0.0
2000-02-24,33.25,0.07692307692307687,0.024896265560165887,0.0855855855855856,-0.12252964426877466,-2.564102564102564,-1.4814814814814816,-2.2058823529411766,5.555555555555555,32.12532156256398,31.340818379847466,0.0,0.0
2000-02-25,36.0,0.08270676691729317,0.07692307692307687,0.024896265560165887,0.0855855855855856,13.83399209486166,3.597122302158273,2.857142857142857,24.406047516198704,32.82980855118871,31.784549962719133,0.0,0.0
2000-02-28,36.0,0.0,0.08270676691729317,0.07692307692307687,0.024896265560165887,29.72972972972973,3.225806451612903,4.3478260869565215,19.00826446280992,33.40620699642712,32.18602139484112,0.0,0.0
2000-02-29,40.5,0.125,0.0,0.08270676691729317,0.07692307692307687,34.439834024896264,16.129032258064516,14.487632508833922,33.608247422680414,34.695987542531284,32.977828881046726,0.0,0.0
2000-03-01,43.375,0.07098765432098775,0.125,0.0,0.08270676691729317,40.48582995951417,23.707664884135475,25.27075812274368,30.943396226415093,36.273989807525595,33.96803565428037,0.0,0.0
2000-03-02,42.875,-0.011527377521613813,0.07098765432098775,0.125,0.0,28.947368421052634,25.64102564102564,27.037037037037038,26.10294117647059,37.47417347888457,34.81631797292034,0.0,0.0
2000-03-03,44.125,0.029154518950437414,-0.011527377521613813,0.07098765432098775,0.125,22.569444444444446,39.52569169960474,26.978417266187048,26.071428571428573,38.68341466454192,35.7028591183565,0.0,0.0
2000-03-06,43.25,-0.019830028328611915,0.029154518950437414,-0.011527377521613813,0.07098765432098775,20.13888888888889,55.85585585585585,24.014336917562723,25.36231884057971,39.51370290735248,36.42163444041779,0.0,0.0
2000-03-07,44.75,0.034682080924855585,-0.019830028328611915,0.029154518950437414,-0.011527377521613813,10.493827160493826,48.54771784232365,28.31541218637993,26.501766784452297,40.46575692419748,37.21481211275895,0.0,0.0
2000-03-08,48.125,0.07541899441340782,0.034682080924855585,-0.019830028328611915,0.029154518950437414,10.951008645533141,55.87044534412956,37.254901960784316,38.98916967509025,41.858346574343386,38.25387762582953,0.0,0.0
2000-03-09,47.375,-0.01558441558441559,0.07541899441340782,0.034682080924855585,-0.019830028328611915,10.495626822157435,42.4812030075188,38.82783882783883,40.370370370370374,42.86137446991731,39.122555947179094,0.0,0.0
2000-03-10,49.625,0.0474934036939314,-0.01558441558441559,0.07541899441340782,0.034682080924855585,12.464589235127479,37.84722222222222,56.916996047430835,42.805755395683455,44.091124566295974,40.12278871411442,0.0,0.0
2000-03-13,53.75,0.08312342569269515,0.0474934036939314,-0.01558441558441559,0.07541899441340782,24.277456647398843,49.30555555555556,93.69369369369369,54.121863799283155,45.84728373606034,41.42061836038924,32.27625,0.0
2000-03-14,52.5,-0.023255813953488413,0.08312342569269515,0.0474934036939314,-0.01558441558441559,17.318435754189945,29.629629629629626,74.27385892116183,50.53763440860215,47.056868511322094,42.475797564161695,33.06933823529411,0.0
2000-03-15,48.9375,-0.06785714285714284,-0.023255813953488413,0.08312342569269515,0.0474934036939314,1.6883116883116882,12.82420749279539,58.502024291497975,39.57219251336899,47.39880150926353,43.0911977961463,33.69161908881199,0.0
2000-03-16,45.375,-0.07279693486590033,-0.06785714285714284,-0.023255813953488413,0.08312342569269515,-4.221635883905013,5.830903790087463,36.46616541353384,32.967032967032964,47.03083759848834,43.30870276794189,34.14979088925074,0.0
2000-03-17,50.0625,0.10330578512396693,-0.07279693486590033,-0.06785714285714284,-0.023255813953488413,0.8816120906801008,13.456090651558073,39.0625,58.30039525691699,47.58204894421773,43.95192155194742,34.773818697515416,0.0
2000-03-20,49.25,-0.01622971285892638,0.10330578512396693,-0.07279693486590033,-0.06785714285714284,-8.372093023255815,13.872832369942195,36.80555555555556,77.47747747747748,47.88531277254177,44.456500451761954,35.341512081926574,0.0
2000-03-21,47.1875,-0.04187817258883253,-0.01622971285892638,0.10330578512396693,-0.07279693486590033,-10.119047619047619,5.4469273743016755,16.51234567901235,56.63900414937759,47.75843772298872,44.716595646832246,35.80606062773337,0.0
2000-03-22,48.0625,0.018543046357615944,-0.04187817258883253,-0.01622971285892638,0.10330578512396693,-1.7879948914431671,-0.12987012987012986,10.806916426512968,55.66801619433198,47.8137217733544,45.0352532042768,36.286705308998734,0.0
2000-03-23,48.625,0.011703511053315907,0.018543046357615944,-0.04187817258883253,-0.01622971285892638,7.162534435261708,2.638522427440633,13.411078717201166,46.2406015037594,47.96122690547178,45.37713385148853,36.77056000276349,0.0
2000-03-24,46.25,-0.04884318766066842,0.011703511053315907,0.018543046357615944,-0.04187817258883253,-7.615480649188515,-6.801007556675064,4.815864022662889,28.47222222222222,47.650094740840544,45.46026396087058,37.142302747753156,0.0
2000-03-27,49.0625,0.060810810810810745,-0.04884318766066842,0.011703511053315907,0.018543046357615944,-0.3807106598984772,-8.720930232558139,13.439306358381502,36.28472222222222,47.906895697051354,45.80333405983528,37.60976146352754,0.0
2000-03-28,48.9375,-0.002547770700636942,0.060810810810810745,-0.04884318766066842,0.011703511053315907,3.708609271523179,-6.785714285714286,9.35754189944134,20.833333333333336,48.09427829758747,46.10182605413668,38.05398650417352,0.0
2000-03-29,45.5,-0.07024265644955296,-0.002547770700636942,0.060810810810810745,-0.04884318766066842,-5.331599479843954,-7.0242656449553005,-5.454545454545454,4.899135446685879,47.622591334389746,46.044509287076046,38.345987033421615,0.0
2000-03-30,40.0,-0.1208791208791209,-0.07024265644955296,-0.002547770700636942,0.060810810810810745,-17.737789203084834,-11.84573002754821,-15.567282321899736,-6.705539358600583,46.23666563722797,45.46884173592595,38.41085028701293,0.0
2000-03-31,44.0,0.10000000000000009,-0.1208791208791209,-0.07024265644955296,-0.002547770700636942,-4.864864864864865,-12.109862671660425,-11.335012594458437,-0.28328611898017,45.829999157731976,45.32895204679014,38.6300326286987,0.0
2000-04-03,41.5,-0.05681818181818177,0.10000000000000009,-0.1208791208791209,-0.07024265644955296,-15.414012738853502,-15.736040609137056,-22.790697674418606,-4.046242774566474,45.042726583598885,44.96428994709584,38.74258036874973,0.0
2000-04-04,38.625,-0.06927710843373491,-0.05681818181818177,0.10000000000000009,-0.1208791208791209,-21.0727969348659,-18.14569536423841,-26.42857142857143,-13.687150837988826,43.87586720476272,44.36054804737243,38.737969373896796,0.0
2000-04-05,39.75,0.029126213592232997,-0.06927710843373491,-0.05681818181818177,0.10000000000000009,-12.637362637362637,-17.29518855656697,-18.773946360153257,-17.402597402597404,43.1257095311695,43.92144823333696,38.77765684943026,0.0
2000-04-06,42.6875,0.07389937106918243,0.029126213592232997,-0.06927710843373491,-0.05681818181818177,6.71875,-12.210796915167094,-5.922865013774105,-9.894459102902374,43.04603507095686,43.80392935397153,38.930984031805544,0.0
2000-04-07,45.125,0.05710102489019042,0.07389937106918243,0.029126213592232997,-0.06927710843373491,2.556818181818182,-2.4324324324324325,-9.86267166042447,-9.06801007556675,43.42402869441925,43.92974560597425,39.17388661879356,0.0
2000-04-10,43.125,-0.04432132963988922,0.05710102489019042,0.07389937106918243,0.029126213592232997,3.91566265060241,-12.101910828025478,-12.436548223350254,-19.767441860465116,43.369659840888474,43.85310316731003,39.328832241585964,0.0
2000-04-11,38.625,-0.10434782608695647,-0.04432132963988922,0.05710102489019042,0.07389937106918243,0.0,-21.0727969348659,-18.14569536423841,-26.42857142857143,42.50699441527239,43.355188579947175,39.30123097721005,0.0
2000-04-12,39.875,0.032362459546925626,-0.10434782608695647,-0.04432132963988922,0.05710102489019042,0.3144654088050315,-12.362637362637363,-17.035110533159948,-18.51851851851852,42.02844997613195,43.02374204852363,39.32373172320181,0.0
2000-04-13,38.5,-0.03448275862068961,0.032362459546925626,-0.10434782608695647,-0.04432132963988922,-9.809663250366032,-3.75,-20.822622107969153,-15.151515151515152,41.38691361683523,42.59290947247376,39.29142851837037,0.0
2000-04-14,35.875,-0.06818181818181823,-0.03448275862068961,0.032362459546925626,-0.10434782608695647,-20.498614958448755,-18.46590909090909,-22.432432432432435,-28.33957553058677,40.38474750468337,41.9531085703334,39.157450929414665,0.0
2000-04-17,34.25,-0.04529616724738672,-0.06818181818181823,-0.03448275862068961,0.032362459546925626,-20.579710144927535,-17.46987951807229,-30.19108280254777,-30.456852791878177,39.26933886746821,41.2194791826826,38.96500187335919,0.0
2000-04-18,40.125,0.17153284671532854,-0.04529616724738672,-0.06818181818181823,-0.03448275862068961,3.8834951456310676,3.8834951456310676,-18.007662835249043,-14.966887417218544,39.42491361883762,41.115243070046155,39.01049199597256,0.0
2000-04-19,36.8125,-0.08255451713395634,0.17153284671532854,-0.04529616724738672,-0.06818181818181823,-7.6802507836990594,-7.3899371069182385,-19.09340659340659,-23.407022106631988,38.94992932450351,40.705458015756044,38.92429623142462,0.0
2000-04-20,37.25,0.011884550084889645,-0.08255451713395634,0.17153284671532854,-0.04529616724738672,-3.2467532467532463,-12.73792093704246,-6.875000000000001,-23.39331619537275,38.64085126550287,40.376366776160225,38.85863755568248,0.0
2000-04-24,39.9375,0.07214765100671139,0.011884550084889645,-0.08255451713395634,0.17153284671532854,11.32404181184669,-11.49584487534626,-9.232954545454545,-13.648648648648647,38.876605580865984,40.33456994033544,38.90094588683218,0.0
2000-04-25,37.25,-0.06729264475743346,0.07214765100671139,0.011884550084889645,-0.08255451713395634,8.75912408759124,-13.623188405797102,-10.240963855421686,-24.076433121019107,38.58085911161762,40.04080137458921,38.83620291087798,0.0
2000-04-26,39.125,0.05033557046979875,-0.06729264475743346,0.07214765100671139,0.011884550084889645,-2.4922118380062304,1.2944983818770228,1.2944983818770228,-20.051085568326947,38.67979381859623,39.9535821960569,38.84752828692198,0.0
2000-04-27,42.75,0.09265175718849838,0.05033557046979875,-0.06729264475743346,0.07214765100671139,16.129032258064516,7.210031347962382,7.547169811320755,-6.043956043956044,39.41983130612419,40.21990770119434,39.0005663933172,0.0
2000-04-28,40.625,-0.049707602339181256,0.09265175718849838,0.05033557046979875,-0.06729264475743346,9.060402684563758,5.51948051948052,-4.831625183016105,1.5625,39.638952886828875,40.25848792012821,39.064269672010646,0.0
