date,permno,close,spyt,spyt1,spyt2,spyt3,rdp5,rdp10,rdp15,rdp20,ema10,ema20,ema50,ema200
2000-01,58246.0,60.375,,,,,,,,,0.0,0.0,0.0,0.0
2000-02,58246.0,56.5,-0.06418219461697727,,,,,,,,0.0,0.0,0.0,0.0
2000-03,58246.0,67.5625,0.19579646017699126,-0.06418219461697727,,,,,,,0.0,0.0,0.0,0.0
2000-04,58246.0,64.125,-0.050878815911193365,0.19579646017699126,-0.06418219461697727,,,,,,0.0,0.0,0.0,0.0
2000-05,58246.0,65.8125,0.026315789473684292,-0.050878815911193365,0.19579646017699126,-0.06418219461697727,,,,,0.0,0.0,0.0,0.0
2000-06,58246.0,65.0625,-0.01139601139601143,0.026315789473684292,-0.050878815911193365,0.19579646017699126,7.763975155279502,,,,0.0,0.0,0.0,0.0
2000-07,58246.0,74.875,0.15081652257444755,-0.01139601139601143,0.026315789473684292,-0.050878815911193365,32.52212389380531,,,,0.0,0.0,0.0,0.0
2000-08,58246.0,84.3125,0.12604340567612682,0.15081652257444755,-0.01139601139601143,0.026315789473684292,24.79185938945421,,,,0.0,0.0,0.0,0.0
2000-09,58246.0,88.875,0.054114158636026755,0.12604340567612682,0.15081652257444755,-0.01139601139601143,38.59649122807017,,,,0.0,0.0,0.0,0.0
2000-10,58246.0,85.375,-0.039381153305203975,0.054114158636026755,0.12604340567612682,0.15081652257444755,29.72459639126306,,,,71.2875,0.0,0.0,0.0
2000-11,58246.0,86.125,0.008784773060029227,-0.039381153305203975,0.054114158636026755,0.12604340567612682,32.37271853986552,42.65010351966873,,,73.98522727272726,0.0,0.0,0.0
2000-12,58246.0,81.5625,-0.05297532656023218,0.008784773060029227,-0.039381153305203975,0.054114158636026755,8.931552587646078,44.358407079646014,,,75.36291322314048,0.0,0.0,0.0
2001-01,58246.0,77.0,-0.05593869731800771,-0.05297532656023218,0.008784773060029227,-0.039381153305203975,-8.673091178650852,13.968547641073082,,,75.66056536438766,0.0,0.0,0.0
2001-02,58246.0,71.125,-0.07629870129870131,-0.05593869731800771,-0.05297532656023218,0.008784773060029227,-19.971870604781998,10.916179337231968,,,74.83591711631718,0.0,0.0,0.0
2001-03,58246.0,62.5,-0.12126537785588754,-0.07629870129870131,-0.05593869731800771,-0.05297532656023218,-26.79355783308931,-5.0332383665717,,,72.59302309516859,0.0,0.0,0.0
2001-04,58246.0,65.02999877929688,0.0404799804687499,-0.12126537785588754,-0.07629870129870131,-0.05593869731800771,-24.493470212717707,-0.049953845461095096,7.710142905667702,,71.21792776501009,0.0,0.0,0.0
2001-05,58246.0,66.1500015258789,0.017222862795725602,0.0404799804687499,-0.12126537785588754,-0.07629870129870131,-18.896549853328544,-11.652752553083264,17.079648718369743,,70.2964866306226,0.0,0.0,0.0
2001-06,58246.0,62.5,-0.055177648400370316,0.017222862795725602,0.0404799804687499,-0.12126537785588754,-18.83116883116883,-25.87101556708673,-7.493061979648474,,68.87894360687302,0.0,0.0,0.0
2001-07,58246.0,63.79999923706055,0.020799987792968766,-0.055177648400370316,0.017222862795725602,0.0404799804687499,-10.298770844203098,-28.213784262097835,-0.5068238018548976,,67.95549917599803,0.0,0.0,0.0
2001-08,58246.0,56.70000076293945,-0.11128524387186511,0.020799987792968766,-0.055177648400370316,0.017222862795725602,-9.279998779296875,-33.5871147725453,-13.84615268689162,,65.90904491907828,70.26837501525878,0.0,0.0
2001-09,58246.0,52.47999954223633,-0.07442682828782998,-0.11128524387186511,0.020799987792968766,-0.055177648400370316,-19.29878436512596,-39.06531257795492,-19.33909772566943,-13.076605313066123,63.46740030510701,68.57424401782808,0.0,0.0
2001-10,58246.0,50.4900016784668,-0.037919166942216975,-0.07442682828782998,-0.11128524387186511,0.020799987792968766,-23.6734686110108,-38.096549666247604,-32.56761044612114,-10.637165170855226,61.10787328208151,66.85193522360319,0.0,0.0
2001-11,58246.0,57.84000015258789,0.14557334580671544,-0.037919166942216975,-0.07442682828782998,-0.11128524387186511,-7.4559997558593745,-24.88311668495079,-31.39807246542578,-14.390379052598867,60.51371453126449,65.9936556930303,0.0,0.0
2001-12,58246.0,60.220001220703125,0.04114801282566649,0.14557334580671544,-0.037919166942216975,-0.07442682828782998,-5.611282224401423,-15.332159970891915,-32.241911425369196,-6.089666712353801,60.460312111162416,65.44378383852296,0.0,0.0
2002-01,58246.0,58.38999938964844,-0.0303886050142681,0.04114801282566649,0.14557334580671544,-0.037919166942216975,2.980597185130216,-6.5760009765625,-31.607614184892018,-11.278253538995726,60.08389161634169,64.77199484339205,0.0,0.0
2002-02,58246.0,54.119998931884766,-0.0731289690426109,-0.0303886050142681,0.04114801282566649,0.14557334580671544,3.1249988642407525,-16.776872293107665,-37.16110428808735,-16.818445445710253,58.99954749189497,63.757519042296124,0.0,0.0
