Date,Close,SPYt,SPYt1,SPYt2,SPYt3,RDP5,RDP10,RDP15,RDP20,EMA10,EMA20,EMA50,EMA200
1999-12-31,29.96875,,,,,,,,,0.0,0.0,0.0,0.0
2000-01-03,30.125,0.005213764337852034,,,,,,,,0.0,0.0,0.0,0.0
2000-01-04,30.4375,0.010373443983402453,0.005213764337852034,,,,,,,0.0,0.0,0.0,0.0
2000-01-05,39.21875,0.2885010266940451,0.010373443983402453,0.005213764337852034,,,,,,0.0,0.0,0.0,0.0
2000-01-06,35.0,-0.10756972111553786,0.2885010266940451,0.010373443983402453,0.005213764337852034,,,,,0.0,0.0,0.0,0.0
2000-01-07,36.78125,0.05089285714285707,-0.10756972111553786,0.2885010266940451,0.010373443983402453,22.732012513034412,,,,0.0,0.0,0.0,0.0
2000-01-10,42.5625,0.1571792693288021,0.05089285714285707,-0.10756972111553786,0.2885010266940451,41.286307053941904,,,,0.0,0.0,0.0,0.0
2000-01-11,41.1875,-0.032305433186490484,0.1571792693288021,0.05089285714285707,-0.10756972111553786,35.318275154004105,,,,0.0,0.0,0.0,0.0
2000-01-12,35.5625,-0.13657056145675261,-0.032305433186490484,0.1571792693288021,0.05089285714285707,-9.322709163346614,,,,0.0,0.0,0.0,0.0
2000-01-13,40.0,0.12478031634446407,-0.13657056145675261,-0.032305433186490484,0.1571792693288021,14.285714285714285,,,,36.084375,0.0,0.0,0.0
2000-01-14,40.6875,0.01718749999999991,0.12478031634446407,-0.13657056145675261,-0.032305433186490484,10.620220900594731,35.76642335766424,,,36.92130681818182,0.0,0.0,0.0
2000-01-18,38.375,-0.056835637480798784,0.01718749999999991,0.12478031634446407,-0.13657056145675261,-9.838472834067549,27.385892116182575,,,37.18561466942149,0.0,0.0,0.0
2000-01-19,37.25,-0.02931596091205213,-0.056835637480798784,0.01718749999999991,0.12478031634446407,-9.559939301972687,22.381930184804926,,,37.19732109316303,0.0,0.0,0.0
2000-01-20,38.1875,0.025167785234899265,-0.02931596091205213,-0.056835637480798784,0.01718749999999991,7.381370826010544,-2.6294820717131477,,,37.37735362167884,0.0,0.0,0.0
2000-01-21,37.8125,-0.009819967266775809,0.025167785234899265,-0.02931596091205213,-0.056835637480798784,-5.46875,8.035714285714286,,,37.45647114500996,0.0,0.0,0.0
2000-01-24,33.78125,-0.10661157024793388,-0.009819967266775809,0.025167785234899265,-0.02931596091205213,-16.973886328725037,-8.156329651656755,12.721584984358708,,36.78824911864451,0.0,0.0,0.0
2000-01-25,35.15625,0.04070305272895469,-0.10661157024793388,-0.009819967266775809,0.025167785234899265,-8.387622149837133,-17.400881057268723,16.701244813278006,,36.491522006163684,0.0,0.0,0.0
2000-01-26,32.875,-0.06488888888888888,0.04070305272895469,-0.10661157024793388,-0.009819967266775809,-11.74496644295302,-20.18209408194234,8.008213552361395,,35.833972550497556,0.0,0.0,0.0
2000-01-27,32.0,-0.026615969581749055,-0.06488888888888888,0.04070305272895469,-0.10661157024793388,-16.20294599018003,-10.017574692442881,-18.406374501992033,,35.13688663222527,0.0,0.0,0.0
2000-01-28,28.875,-0.09765625,-0.026615969581749055,-0.06488888888888888,0.04070305272895469,-23.636363636363637,-27.8125,-17.5,,33.99836179000249,35.7921875,0.0,0.0
