Date,Close,SPYt,SPYt1,SPYt2,SPYt3,RDP5,RDP10,RDP15,RDP20,EMA10,EMA20,EMA50,EMA200
1999-12-31,43.69145584106445,,,,,,,,,0.0,0.0,0.0,0.0
2000-01-03,42.05711364746094,-0.037406448518189195,,,,,,,,0.0,0.0,0.0,0.0
2000-01-04,42.71084976196289,0.015544008083432148,-0.037406448518189195,,,,,,,0.0,0.0,0.0,0.0
2000-01-05,44.45415115356445,0.040816359340012376,0.015544008083432148,-0.037406448518189195,,,,,,0.0,0.0,0.0,0.0
2000-01-06,45.65266799926758,0.02696074077678179,0.040816359340012376,0.015544008083432148,-0.037406448518189195,,,,,0.0,0.0,0.0,0.0
2000-01-07,46.85118865966797,0.026253025571684407,0.02696074077678179,0.040816359340012376,0.015544008083432148,7.231923857372968,,,,0.0,0.0,0.0,0.0
2000-01-10,46.79670715332031,-0.0011628628409711128,0.026253025571684407,0.02696074077678179,0.040816359340012376,11.269421733475312,,,,0.0,0.0,0.0,0.0
2000-01-11,46.19744873046875,-0.012805568154361957,-0.0011628628409711128,0.026253025571684407,0.02696074077678179,8.163262936554656,,,,0.0,0.0,0.0,0.0
2000-01-12,46.74222946166992,0.011792441924219688,-0.012805568154361957,-0.0011628628409711128,0.026253025571684407,5.147052072148282,,,,0.0,0.0,0.0,0.0
2000-01-13,47.12357711791992,0.008158525184655874,0.011792441924219688,-0.012805568154361957,-0.0011628628409711128,3.2219565320387016,,,,45.22773895263672,0.0,0.0,0.0
2000-01-14,47.45044708251953,0.006936442107984719,0.008158525184655874,0.011792441924219688,-0.012805568154361957,1.279067703499776,8.603492763274097,,,45.631867703524506,0.0,0.0,0.0
2000-01-18,46.68775177001953,-0.01607351161883941,0.006936442107984719,0.008158525184655874,0.011792441924219688,-0.2328270297818394,11.010356443797836,,,45.82384662470541,0.0,0.0,0.0
2000-01-19,47.9952278137207,0.0280046906122553,-0.01607351161883941,0.006936442107984719,0.008158525184655874,3.8915116151560514,12.372448877062462,,,46.21864320452637,0.0,0.0,0.0
2000-01-20,48.64896774291992,0.01362093605923742,0.0280046906122553,-0.01607351161883941,0.006936442107984719,4.079262592327961,9.436276434263029,,,46.6605203933252,0.0,0.0,0.0
2000-01-21,49.248226165771484,0.01231800900726765,0.01362093605923742,0.0280046906122553,-0.01607351161883941,4.508675227551033,7.875899315592226,,,47.131012351951796,0.0,0.0,0.0
2000-01-24,49.90196228027344,0.013274307836011134,0.01231800900726765,0.01362093605923742,0.0280046906122553,5.166474392729231,6.5116248015959926,14.214464406498198,,47.634821429828456,0.0,0.0,0.0
2000-01-25,49.738529205322266,-0.0032750831326682217,0.013274307836011134,0.01231800900726765,0.01362093605923742,6.534427809526237,6.286386865562239,18.26424804671556,,48.01731375264551,0.0,0.0,0.0
2000-01-26,49.95643997192383,0.004381126062293017,-0.0032750831326682217,0.013274307836011134,0.01231800900726765,4.086264921618855,8.136794010825751,16.964284837089945,,48.36988215615065,0.0,0.0,0.0
2000-01-27,50.44674301147461,0.009814611285879016,0.004381126062293017,-0.0032750831326682217,0.013274307836011134,3.6954027021803046,7.925410474574182,13.480387550780293,,48.747493220755004,0.0,0.0,0.0
2000-01-28,49.684051513671875,-0.015118746073046863,0.009814611285879016,0.004381126062293017,-0.0032750831326682217,0.8849564376864768,5.433531476918098,8.83055403129774,,48.91777654673989,47.10178680419922,0.0,0.0
2000-01-31,50.33778762817383,0.013157866449801547,-0.015118746073046863,0.009814611285879016,0.004381126062293017,0.8733631464281619,6.084959622473138,7.44185807927497,15.211971446514863,49.17596037972787,47.40997735886347,0.0,0.0
2000-02-01,50.174354553222656,-0.0032467274119869494,0.013157866449801547,-0.015118746073046863,0.009814611285879016,0.8762328819601589,7.467917496601414,7.217703136325679,19.30051827570381,49.357486593090556,47.67325137737387,0.0,0.0
2000-02-02,49.302703857421875,-0.017372434654364555,-0.0032467274119869494,0.013157866449801547,-0.015118746073046863,-1.3086122927681825,2.724179263771294,6.7217026313946775,15.433675827563395,49.347526095696246,47.82843732785464,0.0,0.0
2000-02-03,48.921356201171875,-0.007734822360915827,-0.017372434654364555,-0.0032467274119869494,0.013157866449801547,-3.0237567764399973,0.5599059361163833,4.6620085618485625,10.049016642283203,49.27004066032817,47.93252483959914,0.0,0.0
2000-02-04,46.90566635131836,-0.04120265680216839,-0.007734822360915827,-0.017372434654364555,-0.0032467274119869494,-5.592106677509925,-4.756637947868367,-0.4624240771371672,2.7446333521424937,48.840154422326385,47.83472879309621,0.0,0.0
2000-02-07,46.25192642211914,-0.013937333803186513,-0.04120265680216839,-0.007734822360915827,-0.017372434654364555,-8.116886733750391,-7.314413484692123,-2.5258363916278435,-1.2790758456566234,48.369567513197794,47.68398571014601,0.0,0.0
2000-02-08,46.68775177001953,0.009422858281032953,-0.013937333803186513,-0.04120265680216839,-0.007734822360915827,-6.948973861745837,-6.133630173721113,0.0,-0.2328270297818394,48.06378283261992,47.58910628727682,0.0,0.0
2000-02-09,45.27132034301758,-0.030338394403294333,0.009422858281032953,-0.013937333803186513,-0.04120265680216839,-8.176800051499457,-9.378409733638643,-5.675371479171153,-2.0047176043303003,47.55606237996494,47.36836476877594,0.0,0.0
